,Black,Grey,White,Green,Blue
166,8611.0,160661.0,14247.0,22301.0,4450.0
167,16478.0,161885.0,25913.0,30072.0,575.0
168,41342.0,218758.0,7606.0,34455.0,1400.0
169,24176.0,207826.0,20353.0,39138.0,2621.0
170,19649.0,209123.0,33424.0,18149.0,15299.0
171,6954.0,138855.0,14554.0,23045.0,51157.0
172,15364.0,173878.0,19373.0,31702.0,1173.0
173,3335.0,217986.0,33939.0,9768.0,66534.0
174,11782.0,201373.0,15849.0,46985.0,2466.0
175,9056.0,183934.0,21944.0,15816.0,104874.0
176,7008.0,162299.0,24300.0,8731.0,46487.0
177,13098.0,187449.0,14856.0,39018.0,58782.0
178,4484.0,193082.0,13309.0,13190.0,1947.0
179,12149.0,222614.0,17892.0,25610.0,26089.0
180,9365.0,193832.0,15144.0,28189.0,2925.0
181,21538.0,174515.0,2466.0,32685.0,9202.0
182,6712.0,232665.0,7164.0,33204.0,1121.0
183,4811.0,257865.0,11012.0,12602.0,2216.0
184,5440.0,211167.0,19202.0,25690.0,18973.0
185,6373.0,185194.0,10441.0,16865.0,103190.0
186,18063.0,261843.0,14979.0,18626.0,3140.0
187,8571.0,214167.0,10240.0,28809.0,59773.0
188,16043.0,196849.0,5694.0,41677.0,79885.0
189,7762.0,194049.0,10215.0,22562.0,95155.0
190,10779.0,250226.0,2104.0,49664.0,22494.0
191,25513.0,225965.0,3517.0,47359.0,9328.0
192,10536.0,212140.0,4067.0,37674.0,71842.0
193,17259.0,201371.0,23699.0,72728.0,3553.0
194,8987.0,199084.0,10631.0,25509.0,90890.0
195,2645.0,171561.0,3011.0,28463.0,113099.0
196,17290.0,171157.0,26915.0,24526.0,6017.0
197,8151.0,231437.0,8123.0,25167.0,56507.0
198,16851.0,184466.0,25328.0,33775.0,55611.0
199,28359.0,199069.0,29456.0,50038.0,32137.0
200,26058.0,187478.0,12217.0,47552.0,33054.0
201,11339.0,264669.0,7056.0,13682.0,41792.0
202,13240.0,233512.0,23726.0,32036.0,20792.0
203,27995.0,234158.0,23838.0,46848.0,5405.0
204,14923.0,187440.0,11606.0,66718.0,28787.0
205,7082.0,227824.0,27762.0,10300.0,49211.0
206,23085.0,195733.0,26699.0,23133.0,65989.0
207,13089.0,191291.0,11984.0,61539.0,49109.0
208,8071.0,153536.0,20059.0,29213.0,5090.0
209,5593.0,186569.0,20008.0,24981.0,6717.0
210,13956.0,226062.0,10924.0,27930.0,40023.0
211,10380.0,233730.0,16305.0,21139.0,1087.0
212,53104.0,142289.0,67433.0,52416.0,30844.0
213,10048.0,204365.0,17587.0,40280.0,40937.0
214,23380.0,240540.0,9831.0,29796.0,7885.0
215,18537.0,204532.0,10351.0,32895.0,56042.0
216,18952.0,207515.0,35274.0,48860.0,9997.0
217,8765.0,219755.0,8805.0,17721.0,67835.0
218,12673.0,234073.0,13255.0,34871.0,16912.0
219,15732.0,207739.0,21410.0,29926.0,60067.0
220,12576.0,224987.0,12673.0,53312.0,12888.0
221,24500.0,271811.0,7365.0,36026.0,5450.0
222,15691.0,230375.0,11495.0,47995.0,6804.0
223,11202.0,188879.0,6080.0,32124.0,81768.0
224,7745.0,244481.0,5741.0,36648.0,30206.0
225,10631.0,216554.0,16463.0,24640.0,48367.0
226,9214.0,219816.0,18133.0,18904.0,73585.0
227,5603.0,228931.0,15742.0,38569.0,28530.0
228,16348.0,217390.0,17650.0,34160.0,50846.0
229,13242.0,180967.0,6079.0,28494.0,3888.0
230,7093.0,215969.0,4149.0,12114.0,9748.0
231,21056.0,158353.0,16938.0,43003.0,8634.0
232,8764.0,154995.0,6259.0,42870.0,3983.0
233,21031.0,145115.0,11305.0,39159.0,1636.0
234,7999.0,186514.0,1721.0,36967.0,102089.0
235,15703.0,174288.0,7309.0,32597.0,2983.0
236,10883.0,214135.0,13246.0,33534.0,59279.0
237,31804.0,248348.0,13343.0,26193.0,6148.0
238,21098.0,151563.0,4131.0,47040.0,319.0
239,10166.0,265331.0,5827.0,21588.0,28340.0
240,7986.0,286314.0,2676.0,16471.0,1687.0
241,17299.0,276244.0,6241.0,31791.0,9294.0
242,21297.0,239296.0,7660.0,31606.0,45417.0
243,15758.0,203249.0,5988.0,20172.0,88368.0
244,9858.0,205633.0,12431.0,26357.0,78467.0
245,13913.0,131891.0,35707.0,102143.0,28049.0
246,53095.0,194299.0,7580.0,47425.0,36437.0
247,12014.0,211761.0,6442.0,19131.0,1712.0
248,13099.0,257200.0,9158.0,21610.0,27716.0
249,15692.0,268138.0,8734.0,35600.0,1837.0
250,4750.0,231330.0,8382.0,10797.0,2712.0
251,26571.0,142488.0,38870.0,101002.0,10496.0
252,9196.0,244723.0,2897.0,59990.0,9984.0
253,40352.0,197629.0,21757.0,54379.0,1351.0
254,6622.0,216095.0,23241.0,20966.0,61238.0
255,15469.0,215875.0,3269.0,29522.0,27092.0
256,11439.0,222160.0,14476.0,35991.0,23929.0
257,17299.0,247744.0,26414.0,33330.0,8194.0
258,5704.0,216659.0,2462.0,24930.0,1556.0
259,32519.0,260379.0,5026.0,26684.0,7466.0
260,22129.0,179050.0,20004.0,32298.0,505.0
261,6336.0,191671.0,7465.0,26870.0,81307.0
262,20723.0,145190.0,43537.0,69031.0,12942.0
263,15641.0,228292.0,31926.0,35975.0,11513.0
264,13317.0,267952.0,10196.0,34488.0,9183.0
265,5380.0,234206.0,8863.0,27897.0,51934.0
266,6400.0,189157.0,9277.0,39922.0,57789.0
267,12783.0,200181.0,29162.0,61698.0,8923.0
268,4605.0,172117.0,14736.0,38668.0,3448.0
269,20822.0,196106.0,23268.0,47253.0,6198.0
270,11455.0,124555.0,8199.0,54746.0,22808.0
271,11983.0,204511.0,34077.0,60470.0,2499.0
272,17576.0,267213.0,2513.0,29416.0,11363.0
273,4279.0,148263.0,12644.0,41916.0,1977.0
274,42732.0,141124.0,36723.0,61676.0,38589.0
275,17862.0,283078.0,4216.0,23936.0,2249.0
276,30559.0,195560.0,13675.0,62214.0,27033.0
277,4406.0,183376.0,9681.0,42220.0,1578.0
278,15608.0,149599.0,23881.0,29160.0,7759.0
279,13407.0,233547.0,20782.0,20667.0,2145.0
280,13843.0,144440.0,56884.0,80480.0,21643.0
281,16658.0,144315.0,9970.0,72010.0,14830.0
282,15424.0,192267.0,8239.0,55152.0,56197.0
283,11072.0,227397.0,4982.0,28073.0,11093.0
284,5623.0,211318.0,5767.0,35219.0,41852.0
285,14048.0,191021.0,12178.0,72962.0,5089.0
286,13386.0,266325.0,5793.0,14849.0,15816.0
287,8334.0,177434.0,17333.0,36754.0,16016.0
288,36452.0,218572.0,6029.0,56040.0,3212.0
289,29862.0,169023.0,24248.0,58277.0,11790.0
290,10853.0,267578.0,1036.0,26298.0,34149.0
291,37487.0,173382.0,22148.0,46808.0,11534.0
292,22797.0,146710.0,46725.0,64733.0,1625.0
293,20085.0,275077.0,7388.0,27781.0,9544.0
294,32305.0,225525.0,15902.0,36650.0,6444.0
295,17168.0,253444.0,7166.0,33155.0,4906.0
296,16120.0,279815.0,17335.0,20687.0,5276.0
297,18926.0,236423.0,15434.0,22065.0,1368.0
298,20882.0,159081.0,2050.0,46718.0,1156.0
299,13096.0,245453.0,14459.0,29744.0,1911.0
300,32390.0,237228.0,7914.0,20944.0,4678.0
301,17422.0,248950.0,10807.0,25663.0,17630.0
302,46285.0,197780.0,11373.0,52670.0,5122.0
303,40340.0,197322.0,21337.0,63715.0,3662.0
304,6553.0,233840.0,31702.0,9047.0,5618.0
305,17024.0,178111.0,29940.0,66529.0,30412.0
306,22535.0,217455.0,9107.0,43843.0,15619.0
307,52612.0,190139.0,27662.0,50892.0,25074.0
308,9371.0,208417.0,7909.0,30141.0,78107.0
309,21475.0,243067.0,22789.0,24687.0,11407.0
310,21559.0,202178.0,13100.0,24620.0,67914.0
311,20635.0,228357.0,13138.0,28166.0,22923.0
312,18278.0,234945.0,14766.0,38108.0,27656.0
313,57780.0,150911.0,5270.0,98969.0,11148.0
314,21445.0,201555.0,1789.0,27616.0,3899.0
315,9594.0,211549.0,19861.0,33093.0,31974.0
316,2693.0,250884.0,11491.0,13631.0,41406.0
317,11222.0,291644.0,2356.0,9978.0,8057.0
318,10997.0,193599.0,15716.0,33592.0,66929.0
319,10618.0,228156.0,16129.0,26159.0,44856.0
320,7781.0,204599.0,6552.0,22438.0,817.0
321,5613.0,238229.0,8211.0,12759.0,73330.0
322,15930.0,231941.0,9577.0,29955.0,31192.0
323,9810.0,224500.0,10082.0,21111.0,63724.0
324,16012.0,210182.0,9129.0,70759.0,19356.0
325,12644.0,253519.0,11004.0,47863.0,10893.0
326,12323.0,199221.0,8071.0,32957.0,66953.0
327,12657.0,252294.0,2311.0,27490.0,1161.0
328,27559.0,250900.0,12907.0,39174.0,4295.0
329,10395.0,250513.0,19936.0,38821.0,2579.0
330,28110.0,214697.0,14813.0,63631.0,12856.0
331,40174.0,110497.0,36796.0,36905.0,2297.0
332,34487.0,200225.0,6109.0,77326.0,22180.0
333,20700.0,197966.0,12886.0,68221.0,2239.0
334,5674.0,231084.0,25648.0,19043.0,41867.0
335,17715.0,177442.0,29012.0,48344.0,1754.0
336,17888.0,205213.0,22367.0,26887.0,5887.0
337,12782.0,165870.0,22905.0,19426.0,3923.0
338,34378.0,143092.0,31127.0,45427.0,1671.0
339,7995.0,223804.0,9167.0,19140.0,65034.0
340,7139.0,227083.0,9570.0,30836.0,54803.0
341,2105.0,175718.0,6940.0,21184.0,54601.0
342,9356.0,213168.0,8871.0,41343.0,54403.0
343,4999.0,214674.0,34552.0,8978.0,54962.0
344,18565.0,212261.0,5498.0,11626.0,58072.0
345,10293.0,164206.0,18785.0,21021.0,89567.0
346,20203.0,175405.0,29618.0,40258.0,44074.0
347,8491.0,214129.0,18655.0,16100.0,25310.0
348,19133.0,159747.0,17953.0,25715.0,949.0
349,1580.0,130709.0,24023.0,10442.0,85064.0
350,5441.0,250075.0,29107.0,21803.0,5077.0
351,7680.0,159990.0,7415.0,31667.0,54815.0
352,12481.0,254787.0,8671.0,40312.0,12420.0
353,9713.0,191796.0,17416.0,40271.0,2316.0
354,13630.0,254142.0,19249.0,16362.0,7612.0
355,56845.0,187516.0,13358.0,59234.0,6620.0
356,4523.0,204293.0,18100.0,18226.0,84656.0
357,30093.0,149495.0,39156.0,34814.0,1187.0
358,10285.0,103597.0,22130.0,21048.0,5435.0
359,18148.0,251590.0,17143.0,18096.0,3651.0
360,19267.0,209165.0,7040.0,56950.0,14944.0
361,9065.0,259660.0,3495.0,11579.0,42029.0
362,18341.0,224901.0,23051.0,46473.0,1442.0
363,4950.0,199406.0,5504.0,34421.0,79332.0
364,36816.0,189507.0,18471.0,30867.0,28314.0
365,4678.0,178356.0,9618.0,21531.0,363.0
366,16574.0,233282.0,14571.0,36710.0,1118.0
367,35972.0,206908.0,17813.0,43723.0,8126.0
368,9847.0,194401.0,12497.0,43492.0,22767.0
369,10888.0,201092.0,22533.0,17235.0,1626.0
370,9369.0,248506.0,11971.0,16931.0,13306.0
371,14618.0,199948.0,7860.0,52251.0,56982.0
372,18719.0,260186.0,10704.0,40278.0,1619.0
373,5781.0,198610.0,24705.0,18224.0,62080.0
374,22427.0,246528.0,7755.0,53850.0,3835.0
375,22477.0,192118.0,25173.0,72663.0,2409.0
376,1975.0,174331.0,8706.0,10710.0,123372.0
377,20891.0,185545.0,22571.0,59711.0,8259.0
378,7557.0,138079.0,26091.0,19153.0,2498.0
379,4696.0,189786.0,19828.0,6224.0,26068.0
380,24726.0,238537.0,8878.0,21217.0,6170.0
381,12367.0,270725.0,21158.0,13566.0,23399.0
382,13550.0,193211.0,8362.0,23009.0,96472.0
383,5892.0,219737.0,15800.0,52156.0,19054.0
384,36479.0,174560.0,21673.0,59518.0,52909.0
385,12276.0,254565.0,11848.0,40395.0,4149.0
386,32268.0,245444.0,5570.0,33749.0,361.0
387,8289.0,281832.0,2640.0,15244.0,1844.0
388,15165.0,252932.0,11420.0,38583.0,2689.0
389,10635.0,221365.0,4654.0,17744.0,56841.0
390,29657.0,212203.0,31621.0,49654.0,6272.0
391,12428.0,191376.0,8163.0,18120.0,3361.0
392,30605.0,208352.0,10364.0,27002.0,1883.0
393,18366.0,212760.0,10867.0,57745.0,28052.0
394,39364.0,231633.0,17211.0,33367.0,892.0
395,6836.0,191761.0,29318.0,18112.0,8820.0
396,9750.0,209834.0,18448.0,24204.0,420.0
397,37900.0,181610.0,15533.0,48837.0,7200.0
398,27621.0,229979.0,12279.0,27591.0,3058.0
399,27973.0,191305.0,26053.0,69452.0,6595.0
400,14009.0,194616.0,35517.0,16285.0,5838.0
401,19215.0,181948.0,31444.0,31251.0,3177.0
402,12944.0,242946.0,16855.0,35408.0,2094.0
403,4529.0,201411.0,8801.0,30184.0,81692.0
404,18014.0,231201.0,21358.0,23017.0,23463.0
405,3349.0,218037.0,22547.0,5945.0,17367.0
406,7112.0,242848.0,4375.0,27584.0,32376.0
407,10061.0,215596.0,10606.0,23811.0,1314.0
408,5553.0,211407.0,17340.0,34293.0,10356.0
409,4851.0,169724.0,17616.0,11067.0,45483.0
410,14144.0,221350.0,827.0,23868.0,3414.0
411,16047.0,200848.0,7483.0,39727.0,56489.0
412,5877.0,212486.0,5858.0,15080.0,12951.0
413,14545.0,198950.0,39051.0,26159.0,10762.0
414,16075.0,170480.0,6625.0,19339.0,85407.0
415,38217.0,210137.0,4814.0,49037.0,42860.0
416,7973.0,247399.0,6353.0,19957.0,14558.0
417,15728.0,225686.0,7004.0,34160.0,54009.0
418,48649.0,219925.0,6874.0,62837.0,1703.0
419,13726.0,261049.0,3494.0,52232.0,3063.0
420,18600.0,201080.0,5558.0,43138.0,44757.0
421,22105.0,220472.0,18279.0,58211.0,16736.0
422,13408.0,214769.0,22302.0,55527.0,3780.0
423,30416.0,221839.0,15325.0,59976.0,4490.0
424,11812.0,194286.0,10897.0,22600.0,61765.0
425,14135.0,167759.0,17869.0,27401.0,4219.0
426,11754.0,275828.0,4231.0,14235.0,39886.0
427,33585.0,209705.0,40228.0,29766.0,6782.0
428,34496.0,189421.0,18260.0,38743.0,50643.0
429,10337.0,238474.0,9208.0,51208.0,19162.0
430,10460.0,286606.0,13201.0,12719.0,5365.0
431,15600.0,231121.0,16517.0,30025.0,23005.0
432,27204.0,210731.0,14344.0,63081.0,9253.0
433,23105.0,168595.0,41211.0,49299.0,37814.0
434,9184.0,264658.0,3588.0,27736.0,7834.0
435,33314.0,198010.0,21305.0,50102.0,19628.0
436,29562.0,236548.0,30937.0,36179.0,4001.0
437,13542.0,160996.0,15571.0,43319.0,2899.0
438,15343.0,132699.0,18881.0,39775.0,2883.0
439,14076.0,260996.0,8931.0,26351.0,4524.0
440,15521.0,212701.0,17815.0,27247.0,46851.0
441,59331.0,172577.0,16161.0,64062.0,27803.0
442,21512.0,197597.0,17932.0,44636.0,17855.0
443,25393.0,199280.0,12936.0,21056.0,24834.0
444,10793.0,247515.0,15228.0,21229.0,42046.0
445,60946.0,182914.0,36854.0,51772.0,14152.0
446,17843.0,228047.0,11189.0,32728.0,52376.0
447,16681.0,232833.0,3747.0,40370.0,32373.0
448,7584.0,208051.0,5263.0,32547.0,72453.0
449,14086.0,238207.0,16745.0,45683.0,2406.0
450,10327.0,252539.0,9536.0,23314.0,32125.0
451,13239.0,241179.0,14731.0,25992.0,3978.0
452,14248.0,262790.0,11476.0,23334.0,6232.0
453,7902.0,198914.0,13238.0,42557.0,65013.0
454,6077.0,196276.0,10605.0,42318.0,64233.0
455,15852.0,239095.0,16657.0,25868.0,27197.0
456,4207.0,197565.0,14119.0,38811.0,62686.0
457,24444.0,237111.0,7661.0,49425.0,1112.0
