Image number,Brightness,Red,Green,Blue,Object,Reliability,Size of box
76,86.05655833333333,87.97665833333333,87.22764166666667,82.94496111111111,car,66.64690375328064,1250.0
77,128.95912777777778,117.76914722222222,130.3082222222222,130.52640833333334,car,99.92152452468872,8568.0
78,114.20177777777778,113.25843611111112,116.30346944444445,110.42012777777778,car,96.30233645439148,42840.0
78,114.20177777777778,113.25843611111112,116.30346944444445,110.42012777777778,car,88.74407410621643,792.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,97.60496616363524,35898.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,99.5489776134491,7728.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,61.92677021026611,72.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,70.85907459259033,56.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,88.79779577255249,81.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,70.9170937538147,99.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,97.00793623924255,165.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,86.48335933685303,204.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,72.24761247634888,195.0
79,140.58775833333334,134.93353888888888,140.70472777777778,142.42304166666668,car,98.94847869873048,1155.0
80,98.98510277777778,90.47203333333331,100.66531111111112,98.93701944444445,car,99.91952180862428,25125.0
80,98.98510277777778,90.47203333333331,100.66531111111112,98.93701944444445,car,91.80974960327148,5022.0
80,98.98510277777778,90.47203333333331,100.66531111111112,98.93701944444445,car,99.49771761894226,8855.0
80,98.98510277777778,90.47203333333331,100.66531111111112,98.93701944444445,car,82.68752694129944,320.0
80,98.98510277777778,90.47203333333331,100.66531111111112,98.93701944444445,car,92.38395690917967,532.0
81,129.6881111111111,125.51715277777778,130.1435611111111,130.34053055555557,,,
82,131.1507777777778,126.3105,131.4503138888889,132.3556861111111,car,87.64400482177734,270.0
82,131.1507777777778,126.3105,131.4503138888889,132.3556861111111,car,97.46829867362976,1536.0
83,138.26234444444444,132.91299722222223,140.2009,136.4640777777778,car,96.75331711769104,1584.0
84,134.00359444444445,122.68705555555556,134.68413611111112,136.95054444444443,car,99.80185627937315,13224.0
84,134.00359444444445,122.68705555555556,134.68413611111112,136.95054444444443,car,92.640483379364,221.0
84,134.00359444444445,122.68705555555556,134.68413611111112,136.95054444444443,car,92.82584190368652,1715.0
85,121.76072222222224,115.64252777777776,121.70502777777776,124.18233333333332,car,99.88647103309631,22072.0
85,121.76072222222224,115.64252777777776,121.70502777777776,124.18233333333332,car,68.56047511100769,121.0
