,Horodateur,Age,Gender,Origin,Residence,Percentage of lifetime in a city,Image1 ID,Image2 ID,Winner,Person ID
1559,22/11/2021 12:24:07,22,Male,Europe,Europe,0.2516556,348,239,348,2299160.0
1560,22/11/2021 12:24:10,22,Male,Europe,Europe,0.2516556,232,119,119,2299160.0
1561,22/11/2021 12:24:12,22,Male,Europe,Europe,0.2516556,445,406,406,2299160.0
1562,22/11/2021 12:24:18,22,Male,Europe,Europe,0.2516556,204,191,204,2299160.0
1563,22/11/2021 12:24:23,22,Male,Europe,Europe,0.2516556,230,456,230,2299160.0
1564,22/11/2021 12:24:26,22,Male,Europe,Europe,0.2516556,124,47,47,2299160.0
1565,22/11/2021 12:24:31,22,Male,Europe,Europe,0.2516556,259,98,98,2299160.0
1566,22/11/2021 12:24:33,22,Male,Europe,Europe,0.2516556,141,59,59,2299160.0
1567,22/11/2021 12:24:34,22,Male,Europe,Europe,0.2516556,414,321,414,2299160.0
1568,22/11/2021 12:24:36,22,Male,Europe,Europe,0.2516556,256,39,39,2299160.0
1569,22/11/2021 12:24:38,22,Male,Europe,Europe,0.2516556,129,272,272,2299160.0
1570,22/11/2021 12:24:39,22,Male,Europe,Europe,0.2516556,303,372,303,2299160.0
1571,22/11/2021 12:24:51,22,Male,Europe,Europe,0.2516556,134,101,134,2299160.0
1572,22/11/2021 12:24:56,22,Male,Europe,Europe,0.2516556,433,20,433,2299160.0
1573,22/11/2021 12:24:57,22,Male,Europe,Europe,0.2516556,251,40,251,2299160.0
1574,22/11/2021 12:25:03,22,Male,Europe,Europe,0.2516556,310,217,217,2299160.0
1575,22/11/2021 12:25:06,22,Male,Europe,Europe,0.2516556,219,21,219,2299160.0
1576,22/11/2021 12:25:07,22,Male,Europe,Europe,0.2516556,402,303,402,2299160.0
1577,22/11/2021 12:25:09,22,Male,Europe,Europe,0.2516556,211,218,211,2299160.0
1578,22/11/2021 12:25:14,22,Male,Europe,Europe,0.2516556,329,372,329,2299160.0
1579,22/11/2021 12:25:16,22,Male,Europe,Europe,0.2516556,107,358,358,2299160.0
1580,22/11/2021 12:25:19,22,Male,Europe,Europe,0.2516556,163,66,66,2299160.0
1581,22/11/2021 12:25:21,22,Male,Europe,Europe,0.2516556,122,264,264,2299160.0
1582,22/11/2021 12:25:23,22,Male,Europe,Europe,0.2516556,281,293,281,2299160.0
1583,22/11/2021 12:25:25,22,Male,Europe,Europe,0.2516556,349,113,113,2299160.0
1584,22/11/2021 12:25:27,22,Male,Europe,Europe,0.2516556,352,32,352,2299160.0
1585,22/11/2021 12:25:31,22,Male,Europe,Europe,0.2516556,399,400,399,2299160.0
1586,22/11/2021 12:25:45,22,Male,Europe,Europe,0.2516556,269,118,269,2299160.0
1587,22/11/2021 12:25:48,22,Male,Europe,Europe,0.2516556,38,159,38,2299160.0
1588,22/11/2021 12:25:53,22,Male,Europe,Europe,0.2516556,4,452,452,2299160.0
1589,22/11/2021 12:25:56,22,Male,Europe,Europe,0.2516556,114,2,114,2299160.0
1590,22/11/2021 12:25:58,22,Male,Europe,Europe,0.2516556,77,424,77,2299160.0
1591,22/11/2021 12:26:02,22,Male,Europe,Europe,0.2516556,444,229,229,2299160.0
1592,22/11/2021 12:26:04,22,Male,Europe,Europe,0.2516556,243,330,330,2299160.0
1593,22/11/2021 12:26:07,22,Male,Europe,Europe,0.2516556,112,361,112,2299160.0
1594,22/11/2021 12:26:10,22,Male,Europe,Europe,0.2516556,235,290,235,2299160.0
1595,22/11/2021 12:26:13,22,Male,Europe,Europe,0.2516556,190,262,262,2299160.0
1596,22/11/2021 12:26:15,22,Male,Europe,Europe,0.2516556,68,49,68,2299160.0
1597,22/11/2021 12:26:34,22,Male,Europe,Europe,0.2516556,177,364,177,2299160.0
1598,22/11/2021 12:26:37,22,Male,Europe,Europe,0.2516556,9,170,170,2299160.0
1599,22/11/2021 12:26:41,22,Male,Europe,Europe,0.2516556,240,423,423,2299160.0
1600,22/11/2021 12:26:52,22,Male,Europe,Europe,0.2516556,450,271,271,2299160.0
1601,22/11/2021 12:26:58,22,Male,Europe,Europe,0.2516556,184,116,184,2299160.0
1602,22/11/2021 12:27:02,22,Male,Europe,Europe,0.2516556,47,205,205,2299160.0
1603,22/11/2021 12:27:07,22,Male,Europe,Europe,0.2516556,193,342,193,2299160.0
1604,22/11/2021 12:27:09,22,Male,Europe,Europe,0.2516556,337,300,337,2299160.0
1605,22/11/2021 12:27:11,22,Male,Europe,Europe,0.2516556,292,403,403,2299160.0
1606,22/11/2021 12:27:13,22,Male,Europe,Europe,0.2516556,81,182,81,2299160.0
1607,22/11/2021 12:27:15,22,Male,Europe,Europe,0.2516556,356,377,377,2299160.0
1608,22/11/2021 12:27:23,22,Male,Europe,Europe,0.2516556,395,35,35,2299160.0
1609,22/11/2021 12:27:26,22,Male,Europe,Europe,0.2516556,19,276,19,2299160.0
1610,22/11/2021 12:27:30,22,Male,Europe,Europe,0.2516556,77,305,77,2299160.0
1611,22/11/2021 12:27:32,22,Male,Europe,Europe,0.2516556,173,397,397,2299160.0
1612,22/11/2021 12:27:36,22,Male,Europe,Europe,0.2516556,382,408,382,2299160.0
1613,22/11/2021 12:27:38,22,Male,Europe,Europe,0.2516556,207,444,444,2299160.0
1614,22/11/2021 12:27:40,22,Male,Europe,Europe,0.2516556,327,352,327,2299160.0
1615,22/11/2021 12:27:43,22,Male,Europe,Europe,0.2516556,272,125,272,2299160.0
1616,22/11/2021 12:27:45,22,Male,Europe,Europe,0.2516556,273,404,404,2299160.0
1617,22/11/2021 12:27:48,22,Male,Europe,Europe,0.2516556,331,449,449,2299160.0
1618,22/11/2021 12:27:53,22,Male,Europe,Europe,0.2516556,228,358,228,2299160.0
1619,22/11/2021 12:27:55,22,Male,Europe,Europe,0.2516556,62,406,406,2299160.0
1620,22/11/2021 12:27:57,22,Male,Europe,Europe,0.2516556,113,291,113,2299160.0
1621,22/11/2021 12:28:23,22,Male,Asia,Lausanne,0.9679911,318,216,318,22318216.0
1622,22/11/2021 12:28:26,22,Male,Asia,Lausanne,0.9679911,227,234,227,22318216.0
1623,22/11/2021 12:28:29,22,Male,Asia,Lausanne,0.9679911,410,325,410,22318216.0
1624,22/11/2021 12:28:35,22,Male,Asia,Lausanne,0.9679911,223,93,93,22318216.0
1625,22/11/2021 12:29:05,22,Male,Asia,Lausanne,0.9679911,331,67,331,22318216.0
1626,22/11/2021 12:29:11,22,Male,Asia,Lausanne,0.9679911,184,197,184,22318216.0
1627,22/11/2021 12:29:22,22,Male,Asia,Lausanne,0.9679911,433,1,433,22318216.0
1628,22/11/2021 12:29:24,22,Male,Asia,Lausanne,0.9679911,173,99,99,22318216.0
1629,22/11/2021 12:29:37,22,Male,Asia,Lausanne,0.9679911,45,150,45,22318216.0
1630,22/11/2021 12:29:40,22,Male,Asia,Lausanne,0.9679911,455,254,254,22318216.0
1631,22/11/2021 12:29:43,22,Male,Asia,Lausanne,0.9679911,122,279,122,22318216.0
1632,22/11/2021 12:29:46,22,Male,Asia,Lausanne,0.9679911,109,137,109,22318216.0
1633,22/11/2021 12:29:51,22,Male,Asia,Lausanne,0.9679911,411,98,411,22318216.0
1634,22/11/2021 12:29:59,22,Male,Asia,Lausanne,0.9679911,166,409,166,22318216.0
1635,22/11/2021 12:30:03,22,Male,Asia,Lausanne,0.9679911,50,316,50,22318216.0
1636,22/11/2021 12:30:09,22,Male,Asia,Lausanne,0.9679911,96,437,437,22318216.0
1637,22/11/2021 12:30:12,22,Male,Asia,Lausanne,0.9679911,358,205,358,22318216.0
1638,22/11/2021 12:30:16,22,Male,Asia,Lausanne,0.9679911,60,456,456,22318216.0
1639,22/11/2021 12:30:24,22,Male,Asia,Lausanne,0.9679911,407,81,81,22318216.0
1640,22/11/2021 12:30:30,22,Male,Asia,Lausanne,0.9679911,84,239,239,22318216.0
1641,22/11/2021 12:30:32,22,Male,Asia,Lausanne,0.9679911,124,74,124,22318216.0
1642,22/11/2021 12:30:40,22,Male,Asia,Lausanne,0.9679911,426,301,301,22318216.0
1643,22/11/2021 12:30:43,22,Male,Asia,Lausanne,0.9679911,339,344,344,22318216.0
1644,22/11/2021 12:30:45,22,Male,Asia,Lausanne,0.9679911,405,399,399,22318216.0
1645,22/11/2021 12:30:49,22,Male,Asia,Lausanne,0.9679911,422,312,422,22318216.0
1646,22/11/2021 12:31:09,22,Male,Asia,Lausanne,0.9679911,238,101,101,22318216.0
1647,22/11/2021 12:31:12,22,Male,Asia,Lausanne,0.9679911,283,178,178,22318216.0
1648,22/11/2021 12:31:14,22,Male,Asia,Lausanne,0.9679911,376,318,376,22318216.0
1649,22/11/2021 12:31:19,22,Male,Asia,Lausanne,0.9679911,146,289,146,22318216.0
1650,22/11/2021 12:31:21,22,Male,Asia,Lausanne,0.9679911,452,332,332,22318216.0
1651,22/11/2021 12:36:33,20,Male,Europe,Lausanne,0.4188742,386,412,412,20386412.0
1652,22/11/2021 12:36:36,23,Female,Europe,VD,0.0,361,131,131,20386412.0
1653,22/11/2021 12:36:36,20,Male,Europe,Lausanne,0.4188742,395,127,395,20386412.0
1654,22/11/2021 12:36:40,20,Male,Europe,Lausanne,0.4188742,276,93,276,20386412.0
1655,22/11/2021 12:36:45,20,Male,Europe,Lausanne,0.4188742,227,129,227,20386412.0
1656,22/11/2021 12:36:46,20,Male,Europe,Lausanne,0.4188742,12,256,12,20386412.0
1657,22/11/2021 12:36:51,20,Male,Europe,Lausanne,0.4188742,2,103,103,20386412.0
1658,22/11/2021 12:36:55,20,Male,Europe,Lausanne,0.4188742,110,56,56,20386412.0
1659,22/11/2021 12:37:07,20,Male,Europe,Lausanne,0.4188742,53,382,382,20386412.0
1660,22/11/2021 12:37:10,20,Male,Europe,Lausanne,0.4188742,374,87,87,20386412.0
1661,22/11/2021 12:37:13,20,Male,Europe,Lausanne,0.4188742,401,273,401,20386412.0
1662,22/11/2021 12:37:15,20,Male,Europe,Lausanne,0.4188742,320,325,325,20386412.0
1663,22/11/2021 12:37:18,20,Male,Europe,Lausanne,0.4188742,112,128,128,20386412.0
1664,22/11/2021 12:37:23,20,Male,Europe,Lausanne,0.4188742,260,172,172,20386412.0
1665,22/11/2021 12:37:28,20,Male,Europe,Lausanne,0.4188742,28,362,362,20386412.0
1666,22/11/2021 12:37:35,20,Male,Europe,Lausanne,0.4188742,142,279,142,20386412.0
1667,22/11/2021 12:37:37,20,Male,Europe,Lausanne,0.4188742,407,14,14,20386412.0
1668,22/11/2021 12:37:41,20,Male,Europe,Lausanne,0.4188742,415,298,415,20386412.0
1669,22/11/2021 12:37:45,20,Male,Europe,Lausanne,0.4188742,286,239,286,20386412.0
1670,22/11/2021 12:37:47,20,Male,Europe,Lausanne,0.4188742,130,101,130,20386412.0
1671,22/11/2021 12:37:55,20,Male,Europe,Lausanne,0.4188742,427,15,427,20386412.0
1672,22/11/2021 12:37:55,20,Male,Europe,Lausanne,0.4188742,271,302,271,20386412.0
1673,22/11/2021 12:38:01,20,Male,Europe,Lausanne,0.4188742,160,233,160,20386412.0
1674,22/11/2021 12:38:03,20,Male,Europe,Lausanne,0.4188742,151,152,152,20386412.0
1675,22/11/2021 12:38:06,20,Male,Europe,Lausanne,0.4188742,10,159,159,20386412.0
1676,22/11/2021 12:38:08,20,Male,Europe,Lausanne,0.4188742,410,69,410,20386412.0
1677,22/11/2021 12:38:18,20,Male,Europe,Lausanne,0.4188742,450,214,214,20386412.0
1678,22/11/2021 12:38:22,20,Male,Europe,Lausanne,0.4188742,368,58,58,20386412.0
1679,22/11/2021 12:38:29,20,Male,Europe,Lausanne,0.4188742,217,337,337,20386412.0
1680,22/11/2021 12:38:32,20,Male,Europe,Lausanne,0.4188742,421,259,259,20386412.0
1681,22/11/2021 12:38:35,20,Male,Europe,Lausanne,0.4188742,62,260,260,20386412.0
1682,22/11/2021 12:38:40,20,Male,Europe,Lausanne,0.4188742,88,156,156,20386412.0
1683,22/11/2021 12:38:42,20,Male,Europe,Lausanne,0.4188742,295,42,42,20386412.0
1684,22/11/2021 12:38:44,20,Male,Europe,Lausanne,0.4188742,332,422,422,20386412.0
1685,22/11/2021 12:38:46,20,Male,Europe,Lausanne,0.4188742,243,346,346,20386412.0
1686,22/11/2021 12:38:48,20,Male,Europe,Lausanne,0.4188742,355,284,284,20386412.0
1687,22/11/2021 12:38:55,20,Male,Europe,Lausanne,0.4188742,114,232,114,20386412.0
1688,22/11/2021 12:38:59,20,Male,Europe,Lausanne,0.4188742,61,430,430,20386412.0
1689,22/11/2021 12:39:01,20,Male,Europe,Lausanne,0.4188742,273,130,273,20386412.0
1690,22/11/2021 12:39:04,20,Male,Europe,Lausanne,0.4188742,276,395,276,20386412.0
1691,22/11/2021 12:39:06,20,Male,Europe,Lausanne,0.4188742,89,80,80,20386412.0
1692,22/11/2021 12:39:09,20,Male,Europe,Lausanne,0.4188742,293,115,115,20386412.0
1693,22/11/2021 12:39:10,20,Male,Europe,Lausanne,0.4188742,129,106,129,20386412.0
1694,22/11/2021 12:39:14,20,Male,Europe,Lausanne,0.4188742,377,248,377,20386412.0
1695,22/11/2021 12:39:19,20,Male,Europe,Lausanne,0.4188742,230,124,230,20386412.0
1696,22/11/2021 12:39:22,20,Male,Europe,Lausanne,0.4188742,345,187,187,20386412.0
1697,22/11/2021 12:39:24,20,Male,Europe,Lausanne,0.4188742,74,242,242,20386412.0
1698,22/11/2021 12:39:28,20,Male,Europe,Lausanne,0.4188742,331,19,331,20386412.0
1699,22/11/2021 12:39:30,20,Male,Europe,Lausanne,0.4188742,393,142,393,20386412.0
1700,22/11/2021 12:39:32,20,Male,Europe,Lausanne,0.4188742,97,233,97,20386412.0
1701,22/11/2021 12:39:36,20,Male,Europe,Lausanne,0.4188742,362,315,362,20386412.0
1702,22/11/2021 12:39:43,20,Male,Europe,Lausanne,0.4188742,286,407,407,20386412.0
1703,22/11/2021 12:39:46,20,Male,Europe,Lausanne,0.4188742,366,318,366,20386412.0
1704,22/11/2021 12:39:49,20,Male,Europe,Lausanne,0.4188742,53,15,15,20386412.0
1705,22/11/2021 12:39:52,20,Male,Europe,Lausanne,0.4188742,250,3,250,20386412.0
1706,22/11/2021 12:39:55,20,Male,Europe,Lausanne,0.4188742,171,370,370,20386412.0
1707,22/11/2021 12:39:59,20,Male,Europe,Lausanne,0.4188742,215,90,215,20386412.0
1708,22/11/2021 12:40:05,20,Male,Europe,Lausanne,0.4188742,118,191,191,20386412.0
1709,22/11/2021 12:40:07,20,Male,Europe,Lausanne,0.4188742,140,268,268,20386412.0
1710,22/11/2021 12:40:11,20,Male,Europe,Lausanne,0.4188742,290,439,290,20386412.0
1711,22/11/2021 12:40:13,20,Male,Europe,Lausanne,0.4188742,417,428,428,20386412.0
1712,22/11/2021 12:40:15,20,Male,Europe,Lausanne,0.4188742,112,126,126,20386412.0
1713,22/11/2021 12:40:17,20,Male,Europe,Lausanne,0.4188742,44,278,278,20386412.0
1714,22/11/2021 12:40:19,20,Male,Europe,Lausanne,0.4188742,367,302,302,20386412.0
1715,22/11/2021 12:40:20,20,Male,Europe,Lausanne,0.4188742,228,410,410,20386412.0
1716,22/11/2021 12:40:22,20,Male,Europe,Lausanne,0.4188742,70,371,371,20386412.0
1717,22/11/2021 12:40:28,20,Male,Europe,Lausanne,0.4188742,270,21,21,20386412.0
1718,22/11/2021 12:40:30,20,Male,Europe,Lausanne,0.4188742,259,29,259,20386412.0
1719,22/11/2021 12:40:32,20,Male,Europe,Lausanne,0.4188742,158,81,81,20386412.0
1720,22/11/2021 12:40:35,20,Male,Europe,Lausanne,0.4188742,19,406,406,20386412.0
1721,22/11/2021 12:40:37,20,Male,Europe,Lausanne,0.4188742,440,298,440,20386412.0
1722,22/11/2021 12:40:40,20,Male,Europe,Lausanne,0.4188742,113,86,86,20386412.0
1723,22/11/2021 12:40:43,20,Male,Europe,Lausanne,0.4188742,94,348,94,20386412.0
1724,22/11/2021 12:40:49,20,Male,Europe,Lausanne,0.4188742,147,297,297,20386412.0
1725,22/11/2021 12:40:51,20,Male,Europe,Lausanne,0.4188742,323,269,323,20386412.0
1726,22/11/2021 12:40:53,20,Male,Europe,Lausanne,0.4188742,164,99,164,20386412.0
1727,22/11/2021 12:41:07,20,Male,Europe,Lausanne,0.4188742,335,277,277,20386412.0
1728,22/11/2021 12:41:09,20,Male,Europe,Lausanne,0.4188742,132,282,282,20386412.0
1729,22/11/2021 12:41:11,20,Male,Europe,Lausanne,0.4188742,194,73,73,20386412.0
1730,22/11/2021 12:41:13,20,Male,Europe,Lausanne,0.4188742,339,330,330,20386412.0
1731,22/11/2021 12:41:15,20,Male,Europe,Lausanne,0.4188742,393,153,393,20386412.0
1732,22/11/2021 12:41:16,20,Male,Europe,Lausanne,0.4188742,151,76,76,20386412.0
1733,22/11/2021 12:41:18,20,Male,Europe,Lausanne,0.4188742,157,230,157,20386412.0
1734,22/11/2021 12:41:21,20,Male,Europe,Lausanne,0.4188742,167,350,167,20386412.0
1735,22/11/2021 12:41:25,20,Male,Europe,Lausanne,0.4188742,245,303,245,20386412.0
1736,22/11/2021 12:41:28,20,Male,Europe,Lausanne,0.4188742,342,108,108,20386412.0
1737,22/11/2021 12:41:29,24,Female,Europe,Europe,0.995585,230,309,309,24230309.0
1738,22/11/2021 12:41:30,20,Male,Europe,Lausanne,0.4188742,279,369,369,20386412.0
1739,22/11/2021 12:41:32,20,Male,Europe,Lausanne,0.4188742,378,328,328,20386412.0
1740,22/11/2021 12:41:36,20,Male,Europe,Lausanne,0.4188742,455,169,455,20386412.0
1741,22/11/2021 12:41:37,24,Female,Europe,Europe,0.995585,51,52,51,24230309.0
1742,22/11/2021 12:41:37,20,Male,Europe,Lausanne,0.4188742,209,430,209,20386412.0
1743,22/11/2021 12:41:39,24,Female,Europe,Europe,0.995585,288,209,288,24230309.0
1744,22/11/2021 12:41:41,20,Male,Europe,Lausanne,0.4188742,271,211,271,20386412.0
1745,22/11/2021 12:41:41,24,Female,Europe,Europe,0.995585,425,376,376,24230309.0
1746,22/11/2021 12:41:45,20,Male,Europe,Lausanne,0.4188742,125,78,78,20386412.0
1747,22/11/2021 12:41:50,24,Female,Europe,Europe,0.995585,280,229,229,24230309.0
1748,22/11/2021 12:41:52,24,Female,Europe,Europe,0.995585,299,349,299,24230309.0
1749,22/11/2021 12:41:54,24,Female,Europe,Europe,0.995585,0,186,0,24230309.0
1750,22/11/2021 12:41:57,20,Male,Europe,Lausanne,0.4188742,416,116,416,20386412.0
1751,22/11/2021 12:41:59,24,Female,Europe,Europe,0.995585,352,384,384,24230309.0
1752,22/11/2021 12:42:00,20,Male,Europe,Lausanne,0.4188742,113,317,317,20386412.0
1753,22/11/2021 12:42:02,24,Female,Europe,Europe,0.995585,91,405,91,24230309.0
1754,22/11/2021 12:42:04,20,Male,Europe,Lausanne,0.4188742,9,154,154,20386412.0
1755,22/11/2021 12:42:07,24,Female,Europe,Europe,0.995585,172,277,172,24230309.0
1756,22/11/2021 12:42:07,20,Male,Europe,Lausanne,0.4188742,165,85,165,20386412.0
1757,22/11/2021 12:42:09,24,Female,Europe,Europe,0.995585,232,412,412,24230309.0
1758,22/11/2021 12:42:12,20,Male,Europe,Lausanne,0.4188742,315,319,315,20386412.0
1759,22/11/2021 12:42:14,20,Male,Europe,Lausanne,0.4188742,381,160,381,20386412.0
1760,22/11/2021 12:42:15,24,Female,Europe,Europe,0.995585,440,219,219,24230309.0
1761,22/11/2021 12:42:16,20,Male,Europe,Lausanne,0.4188742,147,286,147,20386412.0
1762,22/11/2021 12:42:17,24,Female,Europe,Europe,0.995585,184,433,433,24230309.0
1763,22/11/2021 12:42:18,20,Male,Europe,Lausanne,0.4188742,171,135,135,20386412.0
1764,22/11/2021 12:42:22,20,Male,Europe,Lausanne,0.4188742,138,21,138,20386412.0
1765,22/11/2021 12:42:23,24,Female,Europe,Europe,0.995585,408,438,438,24230309.0
1766,22/11/2021 12:42:31,24,Female,Europe,Europe,0.995585,181,272,181,24230309.0
1767,22/11/2021 12:42:34,24,Female,Europe,Europe,0.995585,423,133,423,24230309.0
1768,22/11/2021 12:42:36,24,Female,Europe,Europe,0.995585,270,99,270,24230309.0
1769,22/11/2021 12:42:38,24,Female,Europe,Europe,0.995585,45,174,45,24230309.0
1770,22/11/2021 12:42:38,20,Male,Europe,Lausanne,0.4188742,289,114,114,20386412.0
1771,22/11/2021 12:42:39,24,Female,Europe,Europe,0.995585,108,289,289,24230309.0
1772,22/11/2021 12:42:39,20,Male,Europe,Lausanne,0.4188742,252,211,252,20386412.0
1773,22/11/2021 12:42:41,20,Male,Europe,Lausanne,0.4188742,262,197,197,20386412.0
1774,22/11/2021 12:42:42,24,Female,Europe,Europe,0.995585,220,191,191,24230309.0
1775,22/11/2021 12:42:43,20,Male,Europe,Lausanne,0.4188742,204,450,450,20386412.0
1776,22/11/2021 12:42:45,20,Male,Europe,Lausanne,0.4188742,412,429,412,20386412.0
1777,22/11/2021 12:42:48,20,Male,Europe,Lausanne,0.4188742,210,311,210,20386412.0
1778,22/11/2021 12:42:50,24,Female,Europe,Europe,0.995585,105,104,104,24230309.0
1779,22/11/2021 12:42:53,24,Female,Europe,Europe,0.995585,4,150,150,24230309.0
1780,22/11/2021 12:42:53,20,Male,Europe,Lausanne,0.4188742,324,49,324,20386412.0
1781,22/11/2021 12:42:57,20,Male,Europe,Lausanne,0.4188742,129,430,430,20386412.0
1782,22/11/2021 12:42:59,20,Male,Europe,Lausanne,0.4188742,0,423,423,20386412.0
1783,22/11/2021 12:43:01,20,Male,Europe,Lausanne,0.4188742,386,223,386,20386412.0
1784,22/11/2021 12:43:04,24,Female,Europe,Europe,0.995585,275,147,275,24230309.0
1785,22/11/2021 12:43:05,20,Male,Europe,Lausanne,0.4188742,310,266,310,20386412.0
1786,22/11/2021 12:43:07,24,Female,Europe,Europe,0.995585,39,171,39,24230309.0
1787,22/11/2021 12:43:08,20,Male,Europe,Lausanne,0.4188742,406,374,406,20386412.0
1788,22/11/2021 12:43:10,20,Male,Europe,Lausanne,0.4188742,350,186,350,20386412.0
1789,22/11/2021 12:43:12,20,Male,Europe,Lausanne,0.4188742,178,444,178,20386412.0
1790,22/11/2021 12:43:15,20,Male,Europe,Lausanne,0.4188742,12,116,116,20386412.0
1791,22/11/2021 12:43:18,20,Male,Europe,Lausanne,0.4188742,328,270,270,20386412.0
1792,22/11/2021 12:43:20,20,Male,Europe,Lausanne,0.4188742,168,396,168,20386412.0
1793,22/11/2021 12:43:21,20,Male,Europe,Lausanne,0.4188742,380,222,222,20386412.0
1794,22/11/2021 12:43:22,24,Female,Europe,Europe,0.995585,249,112,249,24230309.0
1795,22/11/2021 12:43:24,24,Female,Europe,Europe,0.995585,362,306,362,24230309.0
1796,22/11/2021 12:43:27,24,Female,Europe,Europe,0.995585,377,25,377,24230309.0
1797,22/11/2021 12:43:27,20,Male,Europe,Lausanne,0.4188742,65,118,65,20386412.0
1798,22/11/2021 12:43:32,20,Male,Europe,Lausanne,0.4188742,150,67,150,20386412.0
1799,22/11/2021 12:43:33,20,Male,Europe,Lausanne,0.4188742,277,377,277,20386412.0
1800,22/11/2021 12:43:35,20,Male,Europe,Lausanne,0.4188742,151,112,151,20386412.0
1801,22/11/2021 12:43:38,20,Male,Europe,Lausanne,0.4188742,244,356,244,20386412.0
1802,22/11/2021 12:43:39,24,Female,Europe,Europe,0.995585,73,259,73,24230309.0
1803,22/11/2021 12:43:40,20,Male,Europe,Lausanne,0.4188742,88,394,394,20386412.0
1804,22/11/2021 12:43:41,24,Female,Europe,Europe,0.995585,120,103,103,24230309.0
1805,22/11/2021 12:43:41,20,Male,Europe,Lausanne,0.4188742,135,440,135,20386412.0
1806,22/11/2021 12:43:44,24,Female,Europe,Europe,0.995585,23,123,23,24230309.0
1807,22/11/2021 12:43:50,20,Male,Europe,Lausanne,0.4188742,440,448,448,20386412.0
1808,22/11/2021 12:43:51,24,Female,Europe,Europe,0.995585,83,262,262,24230309.0
1809,22/11/2021 12:43:51,20,Male,Europe,Lausanne,0.4188742,180,332,332,20386412.0
1810,22/11/2021 12:43:53,20,Male,Europe,Lausanne,0.4188742,450,161,450,20386412.0
1811,22/11/2021 12:43:54,24,Female,Europe,Europe,0.995585,13,330,330,24230309.0
1812,22/11/2021 12:43:55,20,Male,Europe,Lausanne,0.4188742,375,208,375,20386412.0
1813,22/11/2021 12:43:57,20,Male,Europe,Lausanne,0.4188742,157,15,15,20386412.0
1814,22/11/2021 12:43:58,24,Female,Europe,Europe,0.995585,146,331,146,24230309.0
1815,22/11/2021 12:43:59,20,Male,Europe,Lausanne,0.4188742,128,318,318,20386412.0
1816,22/11/2021 12:44:01,20,Male,Europe,Lausanne,0.4188742,268,313,268,20386412.0
1817,22/11/2021 12:44:01,24,Female,Europe,Europe,0.995585,180,63,63,24230309.0
1818,22/11/2021 12:44:03,20,Male,Europe,Lausanne,0.4188742,10,233,233,20386412.0
1819,22/11/2021 12:44:03,24,Female,Europe,Europe,0.995585,271,409,271,24230309.0
1820,22/11/2021 12:44:05,24,Female,Europe,Europe,0.995585,35,141,35,24230309.0
1821,22/11/2021 12:44:06,20,Male,Europe,Lausanne,0.4188742,27,97,97,20386412.0
1822,22/11/2021 12:44:07,24,Female,Europe,Europe,0.995585,117,455,455,24230309.0
1823,22/11/2021 12:44:08,20,Male,Europe,Lausanne,0.4188742,382,292,292,20386412.0
1824,22/11/2021 12:44:10,20,Male,Europe,Lausanne,0.4188742,229,156,156,20386412.0
1825,22/11/2021 12:44:12,24,Female,Europe,Europe,0.995585,220,307,307,24230309.0
1826,22/11/2021 12:44:12,20,Male,Europe,Lausanne,0.4188742,340,103,103,20386412.0
1827,22/11/2021 12:44:14,20,Male,Europe,Lausanne,0.4188742,397,0,397,20386412.0
1828,22/11/2021 12:44:17,20,Male,Europe,Lausanne,0.4188742,92,252,252,20386412.0
1829,22/11/2021 12:44:19,20,Male,Europe,Lausanne,0.4188742,273,317,317,20386412.0
1830,22/11/2021 12:44:21,20,Male,Europe,Lausanne,0.4188742,231,370,370,20386412.0
1831,22/11/2021 12:44:23,20,Male,Europe,Lausanne,0.4188742,323,115,323,20386412.0
1832,22/11/2021 12:44:24,24,Female,Europe,Europe,0.995585,97,95,95,24230309.0
1833,22/11/2021 12:44:26,20,Male,Europe,Lausanne,0.4188742,195,147,147,20386412.0
1834,22/11/2021 12:44:28,24,Female,Europe,Europe,0.995585,311,116,311,24230309.0
1835,22/11/2021 12:44:29,20,Male,Europe,Lausanne,0.4188742,131,274,274,20386412.0
1836,22/11/2021 12:44:31,20,Male,Europe,Lausanne,0.4188742,183,146,146,20386412.0
1837,22/11/2021 12:44:31,24,Female,Europe,Europe,0.995585,428,255,255,24230309.0
1838,22/11/2021 12:44:32,20,Male,Europe,Lausanne,0.4188742,336,140,140,20386412.0
1839,22/11/2021 12:44:35,20,Male,Europe,Lausanne,0.4188742,328,302,328,20386412.0
1840,22/11/2021 12:44:36,24,Female,Europe,Europe,0.995585,389,416,416,24230309.0
1841,22/11/2021 12:44:38,20,Male,Europe,Lausanne,0.4188742,275,282,282,20386412.0
1842,22/11/2021 12:44:40,20,Male,Europe,Lausanne,0.4188742,152,353,152,20386412.0
1843,22/11/2021 12:44:40,20,Male,Europe,Lausanne,0.4188742,244,93,244,20386412.0
1844,22/11/2021 12:44:43,24,Female,Europe,Europe,0.995585,375,390,375,24230309.0
1845,22/11/2021 12:44:46,24,Female,Europe,Europe,0.995585,22,266,22,24230309.0
1846,22/11/2021 12:44:50,24,Female,Europe,Europe,0.995585,280,222,222,24230309.0
1847,22/11/2021 12:44:53,24,Female,Europe,Europe,0.995585,188,282,188,24230309.0
1848,22/11/2021 12:45:05,24,Female,Europe,Europe,0.995585,153,201,201,24230309.0
