,Image number,Object,Reliability,Size of box
922,167,person,67.02886819839478,846
923,167,motorbike,64.69517350196838,304
924,168,person,98.46764206886292,3774
925,168,car,88.21167349815369,810
926,168,motorbike,63.436830043792725,1333
927,170,car,96.84522151947021,30200
928,170,car,65.6214952468872,132
929,170,person,71.17144465446472,252
930,170,car,89.45708870887756,2790
931,171,car,99.42535161972046,27939
932,171,car,74.6157169342041,340
933,171,car,97.98176288604736,1845
934,171,car,99.79471564292908,2754
935,172,car,85.79171895980835,72
936,172,car,88.89469504356384,81
937,172,car,62.836986780166626,285
938,172,car,78.06942462921143,294
939,172,car,99.49508905410767,2236
940,173,car,60.485678911209106,9456
941,173,truck,61.59270405769348,9456
942,173,car,89.09783363342285,1640
943,173,car,99.30501580238342,2067
944,174,car,95.73476910591125,30225
945,174,car,97.28207588195801,7696
946,174,car,98.00803065299988,195
947,174,car,98.57411980628967,1444
948,175,motorbike,99.29472804069519,4814
949,175,car,86.35132908821106,3040
950,175,car,75.7078230381012,323
951,175,motorbike,60.939884185791016,702
952,176,motorbike,76.90555453300476,4292
953,176,car,96.9950795173645,270
954,176,car,98.24615716934204,2210
955,177,car,81.87195062637329,19180
956,177,car,98.04731011390686,54825
957,177,car,99.83697533607483,5073
958,177,car,98.95607829093933,4154
959,177,person,98.12509417533875,10626
960,177,car,85.48094630241394,9424
961,177,bicycle,98.03695678710938,13287
962,177,car,92.38280653953552,425
963,177,car,97.78643846511841,1330
964,177,car,88.01617622375488,726
965,178,car,94.50518488883972,14580
966,178,car,88.6054277420044,19691
967,178,car,91.42701625823975,210
968,178,car,78.96601557731628,120
969,178,car,68.8592255115509,675
970,178,car,80.39247989654541,783
971,178,car,96.98130488395691,3015
972,179,car,99.2102861404419,16688
973,179,car,97.29359149932861,22657
974,179,car,95.37573456764221,288
975,179,car,97.37995862960815,180
976,180,car,90.5779242515564,41241
977,180,car,99.8707115650177,5478
978,180,car,64.61193561553955,121
979,180,car,64.75515365600586,270
980,180,car,90.74751734733582,240
981,180,car,98.55673909187317,1110
982,181,car,95.70392966270447,48613
983,181,car,95.34423351287842,16464
984,182,car,67.20057725906372,120
985,182,car,69.56192255020142,120
986,182,person,60.28785705566406,171
987,182,car,90.3339684009552,816
988,182,car,91.15400314331055,165
989,182,car,94.33961510658264,759
990,182,motorbike,78.05819511413574,1131
991,183,car,98.5757052898407,15870
992,183,car,97.20847606658936,11620
993,183,car,85.30004024505615,19780
994,183,car,97.13437557220459,2050
995,184,car,98.68816137313843,10974
996,184,car,80.3502082824707,19845
997,184,car,85.09419560432434,182
998,184,car,60.00243425369263,81
999,184,car,89.82017040252686,380
1000,184,car,99.60046410560608,2544
1001,184,car,87.79632449150085,609
1002,185,person,70.88368535041809,2190
1003,185,car,94.03809905052185,418
1004,185,car,98.85311722755432,850
1005,186,car,96.6944932937622,3286
1006,186,car,88.14007639884949,462
1007,187,car,98.79493117332458,28980
1008,187,car,99.228036403656,25996
1009,187,car,99.82258081436157,23550
1010,187,car,95.78121900558472,8961
1011,187,car,99.80525970458984,12322
1012,188,car,99.41192269325256,15717
1013,188,person,88.14077377319336,5076
1014,188,car,96.58822417259216,8924
1015,188,car,99.10860061645508,22272
1016,188,car,87.16999888420105,28116
1017,188,car,86.48783564567566,224
1018,188,car,68.7332808971405,156
1019,188,car,72.36065864562988,1080
1020,188,car,69.47585940361023,2109
1021,188,car,96.91664576530457,1890
1022,188,car,83.94196033477783,2394
1023,189,car,99.28703904151917,17030
1024,189,car,99.50310587882996,21896
1025,189,car,98.26036095619202,7540
1026,189,car,98.54934215545654,6042
1027,189,car,98.32490682601929,3358
1028,189,car,94.40194368362427,10855
1029,189,car,65.78085422515869,165
1030,189,car,63.302820920944214,210
1031,189,car,90.21561741828918,2574
1032,189,car,79.04763221740723,910
1033,189,car,66.52555465698242,2412
1034,190,truck,92.28161573410034,15664
1035,190,car,95.65957188606262,4796
1036,190,car,97.37017154693604,3390
1037,190,car,94.47364807128906,1088
1038,190,person,96.51116132736206,216
1039,190,car,74.05812740325928,1260
1040,191,car,98.93887639045715,7440
1041,191,car,95.74390053749084,2618
1042,191,person,94.40452456474304,180
1043,191,motorbike,83.12758803367615,160
1044,191,car,99.6163010597229,1333
1045,192,car,98.47338795661926,27122
1046,192,car,96.22905850410461,18876
1047,192,car,99.52086210250854,3619
1048,192,car,92.70210266113281,441
1049,192,car,98.03124070167542,756
1050,193,car,96.19951844215393,25584
1051,193,car,99.61732029914856,4134
1052,193,car,81.03657364845276,810
1053,194,car,91.66336059570312,4120
1054,194,car,99.48981404304504,11970
1055,194,car,68.48248243331909,90
1056,196,person,99.35733079910278,3990
1057,196,truck,62.37558722496033,2080
1058,196,car,93.23973059654236,352
1059,196,car,69.85822319984436,1813
1060,197,car,99.19806122779846,27456
1061,197,car,99.55838322639465,5712
1062,197,car,99.10578727722168,3621
1063,197,car,98.11750650405884,25806
1064,197,car,93.34946274757385,525
1065,198,car,97.13913798332214,15504
1066,198,car,65.80482721328735,49
1067,198,car,82.79172778129578,924
1068,199,car,99.84486699104309,6900
1069,199,car,94.462651014328,440
1070,199,car,88.01477551460266,1681
1071,199,car,99.41906929016113,2214
1072,200,truck,98.93100261688232,7344
1073,200,car,84.80254411697388,1131
1074,201,car,99.74464774131775,20340
1075,201,car,91.49180054664612,5760
1076,201,car,67.40628480911255,144
1077,201,car,85.47571301460266,143
1078,201,car,89.0837013721466,675
1079,201,car,73.33415746688843,588
1080,201,car,68.9035177230835,374
1081,201,car,99.46213960647583,2880
1082,201,person,95.42195796966553,1288
1083,202,car,98.8923966884613,8690
1084,202,car,60.22946834564209,216
1085,202,person,60.53360104560852,220
1086,202,person,64.11951780319214,592
1087,202,bicycle,69.75445747375488,231
1088,203,car,98.13162684440613,22344
1089,203,car,61.1176073551178,4648
1090,203,car,92.9555594921112,7760
1091,203,car,65.47951102256775,192
1092,203,car,76.5325665473938,1534
1093,203,car,95.82240581512451,702
1094,203,car,98.20460081100464,1400
1095,204,bus,92.29156970977783,13213
1096,204,bus,68.77093315124512,5724
1097,204,car,96.65518999099731,1352
1098,204,car,99.03060793876648,1204
1099,204,car,99.24675226211548,2604
1100,205,car,99.92864727973938,18900
1101,205,car,87.2032880783081,2160
1102,205,car,61.766254901885986,782
1103,206,car,96.95963859558105,888
1104,206,car,96.88667058944702,1722
1105,207,car,98.13637137413025,37592
1106,207,car,99.61677193641663,3871
1107,207,bicycle,69.48909163475037,3922
1108,207,car,99.69520568847656,7519
1109,207,car,94.77897882461548,12400
1110,207,car,72.6978063583374,72
1111,207,car,83.53752493858337,572
1112,207,car,95.71712017059326,1512
1113,207,bicycle,67.04245209693909,1840
1114,208,car,94.22866106033325,64
1115,208,car,73.06435108184814,56
1116,208,car,91.08747839927673,64
1117,208,car,87.29544878005981,360
1118,208,car,67.81525611877441,238
1119,209,car,98.86272549629211,3040
1120,210,car,93.64588856697083,56898
1121,210,car,99.63077902793884,9639
1122,210,car,94.33838725090027,225
1123,210,car,87.40031719207764,416
1124,210,car,77.81686782836914,384
1125,210,car,62.95316815376282,375
1126,210,car,91.47806763648987,713
1127,210,car,91.06712937355042,851
1128,210,car,97.96188473701477,2193
1129,211,car,97.32681512832642,460
1130,212,car,71.7446506023407,220
1131,212,car,65.43027758598328,176
1132,212,car,85.20556092262268,99
1133,212,car,66.24462008476257,286
1134,212,car,99.47601556777954,1972
1135,213,car,99.334055185318,4872
1136,213,car,99.20310378074646,4698
1137,213,car,68.85709166526794,384
1138,213,car,76.44412517547607,266
1139,213,car,94.6580708026886,168
1140,213,car,74.8796284198761,2528
1141,213,car,93.15863847732544,1410
1142,213,car,86.80506348609924,1560
1143,213,car,73.00495505332947,560
1144,213,car,67.05614924430847,594
1145,214,car,92.425537109375,140
1146,214,car,62.031638622283936,322
1147,214,car,75.22996068000793,368
1148,214,car,99.0312397480011,2133
1149,215,car,69.19176578521729,3450
1150,215,bicycle,91.43673181533813,3234
1151,215,car,96.92366123199463,7918
1152,215,car,98.92218112945557,9672
1153,215,car,60.709816217422485,99
1154,215,car,62.64086365699768,156
1155,215,car,72.52535820007324,196
1156,215,car,64.26828503608704,399
1157,215,car,90.9017026424408,1887
1158,215,car,85.03303527832031,1680
1159,215,car,88.01931142807007,2360
1160,216,car,98.45637679100037,34540
1161,216,car,61.88051104545593,90
1162,216,car,76.19320154190063,90
1163,216,car,60.128164291381836,49
1164,216,car,98.29490780830383,2490
1165,216,car,94.54926252365112,1885
1166,217,car,94.95746493339539,12264
1167,217,car,99.099600315094,8568
1168,217,car,88.97364735603333,154
1169,217,car,75.58237910270691,117
1170,217,car,79.65104579925537,224
1171,217,car,65.58650135993958,357
1172,217,car,66.74732565879822,648
1173,217,car,99.40513372421265,2268
1174,218,car,99.06691908836365,32850
1175,218,car,99.27546977996826,61722
1176,218,car,99.53308701515198,6510
1177,219,car,97.91625142097473,32656
1178,219,car,65.71852564811707,9856
1179,219,car,81.47280216217041,390
1180,219,car,68.46919655799866,475
1181,219,car,94.05885934829712,2400
1182,219,car,99.6353030204773,2256
1183,220,bicycle,68.4478759765625,5135
1184,221,car,96.47899270057678,15985
1185,221,car,99.77284669876099,3819
1186,221,car,61.391329765319824,300
1187,221,person,65.9189224243164,180
1188,221,car,65.018630027771,360
1189,221,car,88.8005256652832,1504
1190,221,car,96.140056848526,2200
1191,222,car,99.72630739212036,24832
1192,222,car,98.99324774742126,9636
1193,222,car,99.30874705314636,3869
1194,222,bicycle,87.75485157966614,20099
1195,222,car,78.90709042549133,192
1196,222,car,63.634371757507324,88
1197,222,car,80.36017417907715,210
1198,222,car,84.38630104064941,675
1199,222,car,98.97422194480896,1392
1200,222,person,88.12465071678162,1674
1201,223,truck,64.1175627708435,6160
1202,223,car,95.57585120201111,2516
1203,223,car,88.62717151641846,285
1204,223,car,86.5625262260437,345
1205,223,car,90.71778059005737,352
1206,224,car,96.64735794067383,9920
1207,224,bicycle,69.09038424491882,1232
1208,225,truck,88.90930414199829,39162
1209,225,car,98.98841977119446,4200
1210,226,car,95.13562321662903,90
1211,227,car,91.99382066726685,61845
1212,227,truck,76.67732238769531,20900
1213,227,car,82.94103145599365,110
1214,227,car,67.31646060943604,210
1215,228,car,63.79706859588623,81
1216,228,car,96.95571064949036,169
1217,228,person,75.58830976486206,374
1218,228,car,98.74194860458374,1178
1219,228,car,91.98073744773865,1122
1220,229,car,99.9750554561615,8704
1221,229,car,99.59883689880371,28408
1222,229,car,91.26465320587158,196
1223,229,car,93.47535371780396,609
1224,229,car,99.18203949928284,1440
1225,230,traffic light,63.837599754333496,117
1226,230,car,80.07200956344604,1064
1227,230,car,68.69592070579529,450
1228,230,person,94.65353488922119,817
1229,230,car,89.72291946411133,1190
1230,231,bus,90.81270098686218,3696
1231,231,bicycle,75.65684914588928,4030
1232,231,car,93.53817701339722,121
1233,231,person,82.11755156517029,560
1234,231,person,67.88960099220276,1092
1235,232,person,95.85700631141663,2296
1236,232,traffic light,91.08438491821289,1092
1237,232,traffic light,98.09567928314209,950
1238,232,traffic light,96.30425572395325,1368
1239,232,car,76.50041580200195,240
1240,232,car,91.05284810066223,288
1241,232,car,98.32386374473572,1480
1242,232,person,80.10872006416321,1161
1243,233,car,95.57738900184631,19240
1244,233,car,87.54024505615234,256
1245,233,car,80.1381528377533,380
1246,234,truck,96.44255638122559,5621
1247,234,car,82.53937363624573,132
1248,234,car,97.37533330917358,432
1249,234,car,98.19145798683167,3000
1250,235,person,97.9362428188324,2886
1251,235,car,93.23368072509766,936
1252,235,car,99.1384208202362,1140
1253,235,bicycle,68.19506883621216,1953
1254,236,truck,84.73966121673584,2356
1255,236,car,79.97780442237854,315
1256,236,car,61.98193430900574,867
1257,236,car,99.27886724472046,2021
1258,237,bicycle,95.96209526062012,5278
1259,237,car,93.69383454322815,270
1260,237,car,72.37038612365723,1125
1261,237,person,66.07635617256165,231
1262,237,bicycle,76.23016238212585,231
1263,237,bicycle,90.30148983001709,2156
1264,238,car,98.31255078315735,3978
1265,238,car,98.34437370300293,3672
1266,238,person,96.45934700965881,6519
1267,238,bicycle,98.87170195579529,7826
1268,238,car,66.09763503074646,63
1269,238,car,69.46359276771545,143
1270,238,car,70.2597975730896,140
1271,238,person,80.75841665267944,559
1272,239,person,93.63645315170288,2480
1273,239,car,99.13536310195923,3458
1274,239,car,95.90844511985779,480
1275,239,person,83.55718851089478,152
1276,239,person,96.67911529541016,1792
1277,239,bicycle,87.01234459877014,1764
1278,240,car,78.55916023254395,110
1279,240,car,65.61118364334106,64
1280,240,car,67.39351153373718,132
1281,240,car,90.43377637863159,247
1282,240,person,84.39250588417053,252
1283,240,car,99.16018843650818,1320
1284,240,motorbike,70.15795111656189,273
1285,241,truck,60.715216398239136,3174
1286,241,car,89.44500088691711,13720
1287,241,car,77.68591046333313,228
1288,241,bus,68.45083236694336,1056
1289,241,person,75.08452534675598,171
1290,241,person,78.74745726585388,144
1291,241,person,96.63448929786682,624
1292,242,car,88.24135065078735,16272
1293,242,person,60.8687162399292,102
1294,242,car,93.55599880218506,460
1295,242,person,62.80192732810974,308
1296,242,car,98.12558889389038,1015
1297,242,person,98.91981482505798,950
1298,242,car,97.60971665382385,1638
1299,243,car,99.36364889144897,5084
1300,243,car,75.24547576904297,210
1301,243,car,98.85021448135376,306
1302,244,car,90.92625975608826,540
1303,244,car,98.22996258735657,1064
1304,245,car,98.95480871200562,20691
1305,245,car,96.18316292762756,240
1306,246,car,99.82465505599976,5418
1307,246,car,90.90341329574585,4700
1308,246,car,88.77924084663391,19947
1309,246,car,87.76007890701294,182
1310,246,car,62.69347667694092,294
1311,246,car,77.69983410835266,1232
1312,246,car,89.2146110534668,2144
1313,246,car,98.65251779556274,2392
1314,247,person,99.16293621063232,4386
1315,247,traffic light,82.42332935333252,1054
1316,247,traffic light,80.05346655845642,1003
1317,247,car,64.57509994506836,322
1318,247,car,85.698401927948,350
1319,247,car,71.22601270675659,667
1320,247,car,86.06268167495728,1548
1321,247,car,98.19526672363281,1032
1322,247,car,97.66837954521179,1166
1323,247,person,96.92500233650208,1342
1324,247,motorbike,93.10757517814636,1020
1325,248,car,99.2633581161499,22605
1326,248,car,99.72963333129883,28336
1327,248,car,99.13708567619324,4698
1328,248,car,99.57019090652466,4140
1329,248,car,70.53733468055725,99
1330,249,car,99.31561350822449,20043
1331,249,car,99.50370788574219,31930
1332,249,car,98.73344302177429,3402
1333,249,car,67.91970729827881,70
1334,249,car,98.96994829177856,1638
1335,249,car,97.82363176345825,648
1336,249,car,94.73912715911865,1365
1337,250,car,99.58286881446838,22610
1338,250,car,99.0726113319397,3528
1339,250,car,99.40879940986633,20416
1340,250,car,88.64049315452576,20482
1341,250,car,69.29672956466675,120
1342,250,car,86.13618612289429,80
1343,250,car,93.61392259597778,1558
1344,250,car,95.47570943832397,2772
1345,251,bicycle,98.18558096885681,7980
1346,251,truck,67.49829649925232,1386
1347,251,car,77.51358151435852,598
1348,251,car,74.08288717269897,216
1349,252,car,99.51021671295166,17072
1350,252,car,99.37666058540344,20700
1351,252,car,80.17624020576477,168
1352,252,car,66.56458377838135,225
1353,252,car,89.16252255439758,150
1354,252,car,97.79995679855347,1440
1355,252,car,89.60646986961365,609
1356,252,car,96.92959785461426,2640
1357,253,car,93.39647889137268,42960
1358,253,car,99.49376583099365,5720
1359,253,car,95.93845009803772,12062
1360,253,car,90.29539823532104,352
1361,253,car,94.16127800941467,650
1362,254,car,98.93109202384949,3705
1363,254,car,95.403391122818,3696
1364,254,person,98.4204649925232,8362
1365,254,car,98.93819689750671,15552
1366,254,car,62.98201084136963,990
1367,254,car,69.81746554374695,840
1368,254,car,91.54838919639587,984
1369,254,car,97.94337749481201,969
1370,254,car,71.26131057739258,2905
1371,255,bus,79.75083589553833,2679
1372,255,car,98.64020347595215,2304
1373,256,train,91.23950600624084,58050
1374,256,car,99.76112246513367,15000
1375,256,bicycle,92.99548864364624,4900
1376,256,person,61.36665344238281,378
1377,256,car,90.02683162689209,195
1378,257,train,89.14976119995117,61184
1379,257,person,98.4379529953003,10032
1380,257,car,95.15181183815002,891
1381,258,car,91.8685257434845,16240
1382,258,bicycle,63.70885968208313,18850
1383,258,bicycle,96.75911664962769,4752
1384,258,car,77.86527872085571,180
1385,258,car,99.49505925178528,1302
1386,258,bicycle,88.96980285644531,1053
1387,259,car,99.02517795562744,30728
1388,259,car,97.70333766937256,8544
1389,259,car,75.0054657459259,456
1390,259,car,99.52594637870789,1080
1391,260,car,99.84158873558044,7772
1392,260,bicycle,82.75064826011658,6448
1393,260,person,83.4197998046875,147
1394,260,person,90.79394936561584,832
1395,260,car,99.05373454093933,1978
1396,260,person,79.79951500892639,374
1397,260,car,94.52646374702454,1026
1398,260,person,97.52002358436584,1364
1399,261,truck,97.36828804016113,50752
1400,261,person,98.69585037231445,3861
1401,261,bicycle,98.36447834968567,7480
1402,261,car,94.04957890510559,432
1403,261,car,94.31780576705933,1300
1404,262,car,97.1001923084259,16536
1405,262,car,98.81575107574463,6426
1406,262,motorbike,91.28845930099487,4004
1407,262,car,89.62073922157288,3332
1408,262,car,85.98966598510742,870
1409,262,car,80.0883948802948,238
1410,262,car,91.43388867378235,210
1411,262,car,83.01440477371216,272
1412,262,car,97.7489709854126,1452
1413,263,car,99.60762858390808,2784
1414,263,car,98.55309128761292,2508
1415,264,car,70.1092779636383,72
1416,264,car,88.16965222358704,42
1417,264,car,81.55686855316162,36
1418,264,car,98.72061014175415,899
1419,264,car,93.02669167518616,208
1420,264,car,99.60495233535767,2944
1421,265,car,99.85312223434448,14595
1422,265,car,98.98905754089355,30384
1423,265,car,94.81855034828186,11430
1424,265,car,77.05232501029968,464
1425,265,car,87.26744651794434,434
1426,265,car,83.62196683883667,403
1427,265,car,90.00656604766846,351
1428,265,car,86.05868220329285,294
1429,265,car,98.84358644485474,2700
1430,265,car,97.45511412620544,1395
1431,266,car,99.83957409858704,14210
1432,266,car,97.2986102104187,4350
1433,266,car,99.3412733078003,3564
1434,266,car,95.11678814888,306
1435,266,car,68.02539229393005,120
1436,266,person,82.7218770980835,286
1437,266,car,78.4700095653534,2279
1438,266,car,60.87339520454407,345
1439,266,car,99.15298223495483,2100
1440,267,car,63.69848847389221,23856
1441,267,truck,68.19988489151001,26775
1442,267,car,97.02293872833252,3675
1443,267,car,83.24030041694641,494
1444,267,car,88.08909058570862,315
1445,267,car,66.22233390808105,576
1446,267,car,88.86385560035706,928
1447,267,car,99.44392442703247,2162
1448,268,car,91.35540127754211,4284
1449,268,car,93.98272633552551,6000
1450,268,car,99.30106997489929,5936
1451,268,car,79.6234667301178,270
1452,268,car,70.70967555046082,80
1453,268,car,96.38785123825073,2244
1454,268,car,66.3057029247284,300
1455,269,car,97.69089221954346,40053
1456,269,car,99.95631575584412,4250
1457,269,car,87.69423365592957,210
1458,269,car,97.35748171806335,2387
1459,269,car,92.08489656448364,918
1460,270,bus,81.13266825675964,1170
1461,270,car,72.63625860214233,90
1462,271,car,78.79170775413513,56
1463,271,car,66.59525632858276,63
1464,272,car,97.91775345802307,121
1465,272,car,98.26764464378357,121
1466,272,car,95.49649357795715,720
1467,273,bus,98.54819178581238,64158
1468,273,car,75.7464349269867,154
1469,273,car,91.55095219612122,110
1470,273,car,89.14908170700073,252
1471,273,person,96.01351022720337,1175
1472,273,person,78.4363329410553,1134
1473,274,car,99.79717135429382,9792
1474,274,car,89.320969581604,360
1475,274,car,80.42395114898682,765
1476,274,bicycle,90.04703164100647,2331
1477,275,car,98.7750232219696,4661
1478,275,car,99.49859380722046,266
1479,275,car,91.58040285110474,792
1480,276,car,99.06067848205566,960
1481,277,car,98.59378337860107,4416
1482,277,car,98.64426255226135,9072
1483,277,car,96.0290014743805,6365
1484,277,car,96.16217613220215,1944
1485,278,car,94.27226185798645,204
1486,278,car,75.7699191570282,204
1487,278,person,94.33956146240234,663
1488,279,car,92.1471655368805,216
1489,279,car,74.75917339324951,117
1490,279,car,69.84775066375732,264
1491,279,car,82.94034600257874,220
1492,279,car,82.02033638954163,170
1493,279,car,81.79365396499634,120
1494,279,car,93.38741302490234,288
1495,280,car,97.3872184753418,5740
1496,280,bicycle,70.85835337638855,2244
1497,280,car,89.46899771690369,120
1498,280,car,98.67198467254639,1482
1499,280,car,96.5796172618866,1534
1500,281,car,97.07289338111877,28675
1501,281,truck,80.83835244178772,48345
1502,281,car,99.05688762664795,5002
1503,281,car,90.87280035018921,5214
1504,281,car,80.1709771156311,858
1505,281,car,68.73988509178162,255
1506,281,car,79.5056700706482,2916
1507,282,bus,98.31646680831909,9500
1508,282,bicycle,80.82361221313477,4760
1509,282,bicycle,74.11648035049438,6786
1510,282,bicycle,67.95545816421509,2592
1511,282,car,81.94210529327393,165
1512,282,car,86.82608604431152,196
1513,282,car,61.48577332496643,1674
1514,282,bicycle,68.73574256896973,1107
1515,283,bicycle,68.98031234741211,2624
1516,283,car,87.52889037132263,81
1517,283,car,65.29778242111206,396
1518,283,car,78.69600653648376,280
1519,283,car,97.66079783439636,2288
1520,284,truck,90.58340787887573,11172
1521,284,car,88.01729083061218,36708
1522,284,truck,67.80365705490112,9380
1523,284,car,69.48283910751343,10452
1524,284,car,96.10648155212402,2208
1525,285,person,80.13652563095093,1218
1526,285,car,67.78011918067932,1935
1527,286,car,99.82284903526306,10752
1528,286,car,81.71955943107605,165
1529,286,car,88.08538913726807,96
1530,287,car,64.44706320762634,19942
1531,287,truck,74.88394379615784,20886
1532,287,car,99.37072992324829,26715
1533,287,car,60.67689657211304,897
1534,287,car,95.95159888267517,1880
1535,288,car,99.70651268959045,23184
1536,288,car,99.84346628189087,8532
1537,288,car,94.74932551383972,13244
1538,288,car,97.40031361579895,1189
1539,288,car,94.4095253944397,1620
1540,288,car,87.85898685455322,777
1541,288,car,72.05880880355835,330
1542,289,car,97.19992876052856,47236
1543,289,person,99.22226667404175,3096
1544,289,person,77.19964981079102,180
1545,289,person,87.00805306434631,210
1546,289,car,95.61076164245605,486
1547,289,person,91.18117094039917,253
1548,290,car,99.52167272567749,22646
1549,290,bicycle,87.96404004096985,3675
1550,290,car,93.15270781517029,238
1551,290,car,61.522090435028076,408
1552,291,car,72.43106365203857,121
1553,292,person,95.3054666519165,2059
1554,292,person,93.3769166469574,2277
1555,292,person,93.96976828575134,782
1556,293,train,94.75690126419067,50624
1557,293,person,86.78290247917175,80
1558,293,person,65.09307622909546,56
1559,293,person,86.90013289451599,132
1560,293,person,96.51978611946106,1008
1561,294,car,91.14692807197571,169
1562,295,car,99.96027946472168,9956
1563,295,car,94.15380358695984,16150
1564,295,car,70.58627009391785,156
1565,295,car,91.17003083229065,130
1566,295,car,90.23138284683228,176
1567,295,car,89.8090124130249,209
1568,295,car,91.24626517295837,345
1569,295,car,73.26536774635315,816
1570,295,car,99.2130994796753,3078
1571,295,car,96.80287837982178,2600
1572,296,car,87.11658716201782,234
1573,297,car,98.31586480140686,43648
1574,297,car,99.77931380271912,7452
1575,297,car,82.00163841247559,120
1576,297,car,96.79269194602966,2394
1577,297,car,99.88186359405518,2028
1578,298,car,99.67018961906433,42136
1579,299,person,61.174869537353516,198
1580,299,car,90.15103578567505,870
1581,299,car,86.26800179481506,504
1582,299,car,91.52886271476746,1200
1583,299,person,95.75231671333313,703
1584,299,person,91.17809534072876,702
1585,300,car,97.6442277431488,29529
1586,300,car,94.18425559997559,7760
1587,300,car,97.53799438476562,918
1588,301,car,99.7160255908966,4524
1589,301,car,98.13814759254456,182
1590,301,car,89.97010588645935,810
1591,302,truck,66.78520441055298,1248
1592,302,car,95.95130681991577,380
1593,303,truck,77.61210203170776,750
1594,303,car,94.02072429656982,72
1595,303,car,73.36416840553284,80
1596,303,car,84.8638117313385,143
1597,304,car,99.3729293346405,15141
1598,304,car,97.54462242126465,29370
1599,304,car,98.90119433403015,5880
1600,304,car,99.43731427192688,6786
1601,304,car,77.51067280769348,120
1602,304,car,92.75950789451599,702
1603,304,car,94.0345823764801,702
1604,304,car,95.42163610458374,480
1605,304,car,96.72479033470154,1271
1606,304,car,98.81989359855652,2024
1607,305,car,94.73105072975159,8829
1608,305,car,99.66700077056885,8250
1609,305,person,97.77313470840454,2204
1610,305,car,65.54616093635559,72
1611,305,car,71.22125625610352,110
1612,305,car,70.12764811515808,620
1613,305,car,96.31803035736084,304
1614,305,car,94.05789971351624,870
1615,305,car,80.07619976997375,768
1616,305,car,98.71511459350586,2070
1617,305,person,66.64443016052246,1431
1618,306,car,87.9525899887085,14125
1619,306,car,99.9440848827362,42217
1620,306,car,99.91807341575623,58625
1621,306,car,72.83047437667847,7259
1622,307,car,98.81754517555237,2150
1623,308,car,99.88533854484558,4450
1624,308,car,62.465715408325195,70
1625,308,car,70.45767903327942,143
1626,308,car,61.60157322883606,90
1627,308,car,79.4565498828888,192
1628,308,car,97.693932056427,1232
1629,308,car,88.83804082870483,816
1630,308,car,97.9434072971344,667
1631,308,car,98.08244109153748,684
1632,308,car,98.46999049186707,2840
1633,309,person,84.96729731559753,3750
1634,309,bicycle,92.60880947113037,3540
1635,309,person,78.41768860816956,135
1636,309,car,65.09610414505005,99
1637,309,car,99.0074872970581,1000
1638,309,bicycle,67.72968173027039,156
1639,310,car,98.97511005401611,4050
1640,310,car,73.27108979225159,7500
1641,310,car,88.84950876235962,168
1642,310,car,62.04645037651062,120
1643,310,car,96.97821736335754,320
1644,311,person,64.96855616569519,70
1645,311,person,79.5192301273346,120
1646,311,car,64.41366076469421,169
1647,311,car,93.22397708892822,288
1648,311,car,89.91361856460571,1443
1649,311,bicycle,82.39542245864868,1290
1650,312,car,79.72045540809631,484
1651,312,car,84.83339548110962,360
1652,313,car,97.89919257164001,3408
1653,313,car,97.1240758895874,612
1654,313,car,92.58841872215271,252
1655,313,car,98.88944029808044,1500
1656,314,car,86.93172931671143,153564
1657,314,car,60.01712679862976,49
1658,314,car,67.5530731678009,208
1659,314,car,96.01502418518066,210
1660,314,car,61.2939715385437,156
1661,314,car,94.69211101531982,532
1662,314,car,92.12579131126404,1248
1663,314,car,96.82602882385254,925
1664,314,car,93.4642493724823,2132
1665,314,bicycle,69.17135715484619,1107
1666,315,car,98.5443115234375,15900
1667,315,car,81.71291947364807,62370
1668,315,car,92.31033325195312,6724
1669,315,car,61.41586899757385,56
1670,315,car,91.69923067092896,130
1671,315,car,86.22996211051941,425
1672,315,car,90.84872007369995,192
1673,315,car,74.89813566207886,224
1674,315,car,92.24222302436829,520
1675,315,car,99.67923760414124,2560
1676,316,car,95.428067445755,41769
1677,316,car,99.84279870986938,4600
1678,316,bicycle,99.73902106285095,9116
1679,316,car,89.62971568107605,352
1680,316,car,83.0849289894104,210
1681,316,car,95.84935307502747,352
1682,316,car,93.2921826839447,2000
1683,316,car,91.97720289230347,1475
1684,317,car,87.07747459411621,180
1685,317,car,73.45271706581116,625
1686,318,car,97.17385768890381,17864
1687,318,car,79.78478670120239,432
1688,318,car,60.326993465423584,180
1689,319,car,71.33141756057739,18221
1690,319,car,85.7093095779419,210
1691,319,car,63.56399059295654,651
1692,319,car,82.88067579269409,600
1693,319,car,89.59729671478271,1911
1694,319,car,99.25747513771057,2728
1695,320,car,99.6448278427124,4444
1696,320,car,66.51232838630676,88
1697,320,car,94.19161081314087,120
1698,320,car,77.85555124282837,192
1699,320,car,95.6295371055603,288
1700,320,pottedplant,92.94013381004333,828
1701,320,pottedplant,80.62591552734375,882
1702,320,pottedplant,66.91393256187439,1316
1703,321,car,74.98030662536621,1386
1704,321,car,87.2675895690918,1652
1705,321,bicycle,60.21210551261902,700
1706,322,car,99.57467317581177,22035
1707,322,car,95.65984010696411,210
1708,322,car,73.52937459945679,352
1709,322,car,98.0026364326477,2632
1710,322,car,98.8853931427002,2736
1711,322,person,79.47143316268921,952
