,Image number,Object,Reliability,Size of box
83,19,car,94.40622925758362,1012
84,19,car,99.53641295433044,2376
85,19,car,99.43233132362366,2706
86,20,car,98.81805777549744,3780
87,20,bicycle,87.78742551803589,5402
88,20,car,72.1693754196167,304
89,20,car,83.87770056724548,400
90,20,car,68.46508979797363,276
91,20,car,62.512367963790894,308
92,20,car,87.77985572814941,221
93,20,car,74.6950089931488,108
94,20,car,98.03515076637268,759
95,20,bicycle,60.46711802482605,1518
96,21,car,99.65171217918396,24776
97,21,car,97.78493642807007,2646
98,21,car,99.74639415740967,3956
99,21,car,76.29613280296326,792
100,21,car,73.41507077217102,208
101,21,car,87.78102993965149,154
102,21,car,78.88942956924438,120
103,21,car,97.41946458816528,1260
104,21,car,91.90431833267212,360
105,21,car,97.37359881401062,1924
106,21,car,74.20685291290283,2156
107,22,car,99.78829622268677,16132
108,22,car,96.57749533653259,3239
109,22,truck,87.51996755599976,1908
110,22,car,73.57032299041748,117
111,22,car,77.89468169212341,108
112,22,car,79.7702431678772,225
113,22,car,87.14352250099182,120
114,22,car,66.54736995697021,169
115,22,car,86.89054250717163,240
116,22,car,71.84445261955261,945
117,22,car,86.38542890548706,420
118,23,car,99.1395354270935,5150
119,23,car,72.02103734016418,192
120,23,car,76.86408162117004,204
121,23,car,74.03601408004761,225
122,23,car,75.23202300071716,182
123,23,car,82.23096132278442,190
124,23,person,95.89713215827942,300
125,23,car,94.84851360321045,924
126,23,car,98.31244945526123,720
127,23,car,79.48153018951416,255
128,23,car,80.67030310630798,288
129,23,car,87.13870644569397,460
130,23,car,68.81608366966248,504
131,23,car,99.37210083007812,1590
132,23,car,95.67745923995972,1485
133,24,traffic light,78.2472014427185,198
134,24,car,81.98525905609131,108
135,24,car,81.71346187591553,1950
136,24,car,78.53150963783264,180
137,24,car,63.632720708847046,238
138,24,car,83.46987962722778,195
139,24,car,81.10504150390625,1008
140,24,car,98.26374053955078,918
141,25,car,65.1359498500824,143
142,25,car,83.79374146461487,120
143,25,car,66.48565530776978,987
144,25,car,95.91010212898254,567
145,25,person,68.85481476783752,1081
146,25,car,98.38927388191223,2030
147,26,car,99.10197257995605,15496
148,26,car,65.84509015083313,110
149,26,car,82.56027698516846,238
150,26,car,89.49330449104309,990
151,26,person,96.25930786132812,780
152,27,car,64.70446586608887,72
153,27,car,99.21180009841919,437
154,28,car,69.9794054031372,13365
155,28,car,81.23102188110352,63
156,28,car,60.00881791114807,49
157,28,person,96.23573422431946,162
158,28,car,97.09556698799133,1749
159,28,person,82.30901956558228,629
160,28,car,96.58852219581604,1920
161,28,motorbike,81.48155808448792,352
162,28,bicycle,68.51966381072998,252
163,29,car,99.2501974105835,8514
164,29,car,98.16624522209167,10660
165,29,car,92.16747283935547,11232
166,29,car,87.5200867652893,255
167,29,car,96.67960405349731,1767
168,29,car,85.17391681671143,1845
169,30,person,69.60827112197876,8632
170,30,traffic light,84.36367511749268,60
171,30,traffic light,82.88049697875977,36
172,30,car,67.92730689048767,333
173,30,car,66.58540368080139,99
174,30,car,91.20796918869019,143
175,30,car,79.90778088569641,72
176,30,car,96.75479531288147,132
177,30,car,99.17012453079224,884
178,30,bicycle,91.50174856185913,1932
179,31,traffic light,70.46210765838623,6391
180,31,car,93.02891492843628,42
181,31,car,99.41492676734924,182
182,32,car,92.38974452018738,231
183,32,car,97.83636927604675,936
184,32,car,99.78212714195251,1312
185,32,car,84.0531051158905,1440
186,33,bus,74.36750531196594,1638
187,33,car,67.60230660438538,120
188,33,car,87.77324557304382,612
189,33,car,97.09935784339905,2736
190,33,car,94.50416564941406,1836
191,34,car,98.55192303657532,6480
192,34,car,68.64848136901855,72
193,34,car,64.85331058502197,100
194,34,car,71.01517915725708,130
195,34,truck,60.66359877586365,552
196,34,car,99.23040866851807,748
197,35,car,98.00996780395508,43423
198,35,car,99.43423867225647,3905
199,35,car,63.802582025527954,180
200,35,car,66.91083908081055,195
201,35,car,76.3024628162384,182
202,35,car,91.59718751907349,675
203,35,car,93.07399392127991,238
204,36,car,66.68241620063782,88
205,36,car,70.48165798187256,1089
206,37,car,90.65835475921631,624
207,38,truck,99.31566119194031,53952
208,38,car,93.06685328483582,440
209,39,car,86.80799007415771,304
210,40,person,97.04012870788574,2400
211,40,person,97.04717993736267,2535
212,40,motorbike,96.59008383750916,2709
213,40,traffic light,95.30125260353088,384
214,40,car,95.44419050216675,945
215,40,car,74.65853095054626,621
216,40,truck,63.06130290031433,1248
217,40,car,64.10830020904541,870
218,40,car,77.52798795700073,143
219,40,car,94.36096549034119,448
220,40,person,97.18377590179443,1125
221,41,traffic light,65.35993218421936,176
222,41,traffic light,70.4885184764862,171
223,41,car,92.18209981918335,208
224,41,car,98.60182404518127,858
225,42,car,99.50103163719177,5760
226,42,car,60.969823598861694,132
227,42,car,99.36556220054626,320
228,43,car,99.67973232269287,3776
229,43,car,98.05148243904114,3634
230,43,car,80.35170435905457,500
231,45,car,99.24589991569519,3402
232,45,person,96.04936242103577,3675
233,45,car,71.98605537414551,169
234,45,car,82.92561769485474,450
235,45,car,70.48047184944153,294
236,45,car,98.84916543960571,2200
237,45,car,97.77494072914124,1520
238,46,car,76.33388042449951,1107
239,46,car,87.84367442131042,180
240,46,car,81.1203122138977,121
241,46,car,97.37632870674133,870
242,46,person,80.24185299873352,119
243,46,car,97.42400646209717,2550
244,47,car,65.00817537307739,418
245,47,car,94.30471658706665,1204
246,47,car,80.13600707054138,551
247,47,person,90.95124006271362,504
248,47,car,64.64762687683105,624
249,47,car,99.07046556472778,1610
250,48,car,99.89463090896606,19370
251,48,car,98.00089597702026,3496
252,48,car,72.31554388999939,120
253,48,car,97.84293174743652,1326
254,48,car,93.8971221446991,759
255,48,car,99.285489320755,713
256,48,car,95.71139812469482,1352
257,49,car,99.94548559188843,4756
258,49,car,60.87355613708496,56
259,49,car,95.00442147254944,81
260,49,car,96.19166254997253,494
261,50,car,72.91315197944641,56
262,50,car,97.29866981506348,210
263,50,car,99.40666556358337,240
264,50,truck,68.43996047973633,1290
265,51,traffic light,64.23945426940918,231
266,51,car,93.76056790351868,182
267,51,car,65.29648900032043,56
268,51,car,67.987060546875,63
269,51,truck,72.71758317947388,342
270,51,car,86.94193959236145,486
271,52,car,99.92799162864685,6048
272,53,car,99.46205019950867,24288
273,54,car,99.15165305137634,3536
274,54,car,98.65512251853943,156
275,55,car,99.22857880592346,16560
276,55,car,98.53359460830688,3978
277,55,car,99.76563453674316,10147
278,55,car,90.68751931190491,4125
279,55,car,67.03994274139404,100
280,55,car,79.2328417301178,81
281,55,car,88.96871209144592,80
282,55,car,92.31756925582886,255
283,55,car,78.4561038017273,221
284,55,car,99.29109215736389,1036
285,55,car,70.85463404655457,294
286,56,car,98.83772730827332,28798
287,56,car,99.65696930885315,5400
288,56,car,93.66484880447388,110
289,56,car,68.36236715316772,49
290,56,car,78.74110341072083,56
291,56,car,93.81422400474548,360
292,56,car,85.17760634422302,342
293,56,car,91.11857414245605,1295
294,56,car,95.70034742355347,1776
295,57,car,88.74284029006958,221
296,57,car,70.77540159225464,187
297,57,person,82.46658444404602,260
298,58,person,89.49450850486755,2581
299,58,backpack,70.18450498580933,364
300,58,person,70.95940113067627,207
301,58,person,70.90654969215393,225
302,58,person,91.97720885276794,290
303,58,person,73.05684685707092,1037
304,58,person,71.03027701377869,1300
305,58,car,99.3679404258728,2800
306,59,bus,90.22403359413147,42558
307,59,train,60.72935461997986,46436
308,59,person,82.0976197719574,126
309,59,person,78.078293800354,85
310,59,person,94.29048299789429,320
311,59,person,60.219645500183105,570
312,59,bicycle,64.55870866775513,165
313,59,person,68.86485815048218,152
314,60,bus,98.68138432502747,45084
315,60,car,99.65739846229553,5350
316,60,car,82.78128504753113,99
317,60,person,70.91591954231262,1240
318,60,person,60.40394902229309,168
319,61,car,79.74177598953247,180
320,61,person,69.00070309638977,192
321,62,person,69.80623006820679,2448
322,62,person,74.3587851524353,279
323,62,person,74.6327817440033,264
324,62,person,91.03630185127258,1159
325,62,person,64.92767333984375,969
326,62,car,99.42578673362732,2850
327,62,person,76.58230662345886,1464
328,63,train,92.534738779068,8424
329,63,person,90.86735844612122,1218
330,64,bus,93.65924596786499,3800
331,64,person,92.86866784095764,4400
332,64,motorbike,91.6025161743164,4048
333,64,car,79.72021102905273,88
334,64,car,98.53772521018982,896
335,64,car,97.72730469703674,667
336,65,person,79.7519326210022,198
337,66,train,92.50274896621704,89505
338,66,traffic light,65.75497388839722,325
339,66,car,83.0957293510437,648
340,66,person,67.13089942932129,532
341,66,person,66.36025905609131,860
342,67,person,82.02481865882874,198
343,67,person,89.43850994110107,252
344,67,car,98.0120062828064,837
345,67,person,96.4425265789032,950
346,67,bicycle,79.74943518638611,2030
347,68,car,98.04623126983643,51304
348,68,car,98.68525266647339,30590
349,68,car,97.33885526657104,3904
350,68,car,99.28194880485535,9595
351,68,pottedplant,75.78640580177307,374
352,68,car,90.51158428192139,868
353,68,car,96.37975692749023,294
354,68,car,91.97861552238464,840
355,68,car,89.57897424697876,1316
356,69,clock,97.7420449256897,1036
357,69,person,78.26429009437561,380
358,69,car,99.3817389011383,1456
359,69,person,81.96446895599365,290
360,69,person,95.221346616745,840
361,69,person,95.2339231967926,1180
362,69,person,70.62986493110657,918
363,69,person,96.43009305000305,1210
364,69,car,80.45713901519775,814
365,70,clock,72.62228727340698,140
366,70,clock,90.95160961151123,165
367,70,car,77.97102332115173,676
368,70,car,94.7078287601471,322
369,70,car,98.73600006103516,1066
370,70,car,76.89002752304077,1634
371,71,traffic light,84.94758009910583,200
372,71,traffic light,89.08848166465759,220
373,71,car,93.64196062088013,748
374,71,car,66.35198593139648,143
375,71,person,94.59670186042786,1638
376,71,bicycle,97.51495122909546,1210
377,72,car,99.63459372520447,16779
378,72,motorbike,83.17769169807434,4130
379,72,car,88.4427547454834,3975
380,72,car,95.05912661552429,9048
381,72,car,89.3046498298645,132
382,72,car,81.6017210483551,799
383,72,car,91.23204946517944,608
384,72,motorbike,79.85356450080872,1634
385,72,motorbike,67.16822385787964,2112
386,73,car,94.73626017570496,11904
387,73,car,99.27650094032288,5050
388,73,car,99.25166964530945,11680
389,73,car,98.07881116867065,2916
390,73,car,68.32100749015808,168
391,73,car,80.88182806968689,324
392,73,car,98.4100341796875,1708
393,73,car,77.42472290992737,1674
394,74,car,96.14748954772949,4048
395,74,car,99.64154958724976,3848
396,74,car,99.49714541435242,10335
397,74,car,82.23186135292053,216
398,74,car,85.37425994873047,725
399,74,car,85.94056367874146,760
400,75,car,99.84012246131897,17199
401,75,car,97.23779559135437,8757
402,75,car,70.11525630950928,110
403,75,car,70.66029906272888,120
404,75,car,80.82343935966492,525
405,76,person,99.83997941017151,4264
406,76,car,93.36431622505188,154
407,76,car,76.94534659385681,342
408,76,bicycle,93.44735741615295,1040
409,77,car,82.10698962211609,168
410,77,car,66.34774208068848,187
411,77,car,89.872807264328,616
412,77,person,78.10288071632385,806
413,78,motorbike,97.06912636756897,3854
414,78,car,61.408573389053345,2408
415,78,car,99.58009719848633,2016
416,79,person,72.0208466053009,120
417,79,person,72.6806104183197,108
418,79,person,73.75443577766418,260
419,79,person,62.176406383514404,684
420,79,person,90.35373330116272,234
421,79,person,89.61408138275146,216
422,79,person,92.18872785568237,161
423,79,person,76.72848701477051,114
424,79,person,88.7273907661438,1176
425,79,car,97.34637141227722,2856
426,80,person,99.55278635025024,3120
427,80,car,99.79645609855652,3717
428,80,person,79.22038435935974,693
429,80,person,60.915207862854004,1408
430,81,car,65.64559936523438,750
431,81,car,96.99790477752686,2256
432,82,car,95.86102366447449,4355
433,82,car,81.17097020149231,672
434,83,car,85.21773219108582,1023
435,83,car,99.55211281776428,2664
436,84,car,99.48397874832153,8990
437,84,car,99.4217038154602,21546
438,84,car,94.92231011390686,108
439,84,car,98.79062175750732,323
440,84,car,98.66904616355896,1680
441,85,car,99.2668628692627,9800
442,85,car,81.9466233253479,150
443,86,train,93.43845844268799,98040
444,86,car,81.24884366989136,247
445,86,person,86.3149642944336,102
446,86,person,90.49577116966248,952
447,87,person,77.69982814788818,216
448,88,car,63.09046149253845,70
449,88,car,68.2528555393219,325
450,88,car,99.595707654953,2021
451,89,car,99.02374148368835,3600
452,89,car,99.43519830703735,4402
453,89,car,99.03586506843567,21672
454,89,car,69.38660144805908,242
455,89,car,63.30157518386841,198
456,89,car,93.14094185829163,100
457,89,car,80.9629499912262,740
458,89,car,97.21853733062744,1650
459,90,car,96.69596552848816,5198
460,90,car,99.90320205688477,6006
461,90,car,98.74843955039978,8832
462,90,car,98.15604090690613,5568
463,90,car,88.98953795433044,180
464,90,car,95.67821025848389,144
465,91,car,99.24400448799133,21924
466,91,car,71.55207991600037,60
467,91,car,62.40621209144592,288
468,91,car,86.08577251434326,208
469,91,car,99.76016879081726,1302
470,92,car,99.9581515789032,5760
471,92,car,95.3992247581482,552
472,92,car,81.639164686203,850
473,93,car,88.80568146705627,51724
474,93,car,98.88454675674438,5670
475,93,car,95.19907832145691,216
476,93,car,89.27978277206421,176
477,93,car,98.97898435592651,972
478,94,car,62.08931803703308,99
479,95,car,92.18674302101135,12532
480,95,car,91.65443181991577,2240
481,96,car,93.7588095664978,15857
482,96,car,99.91869926452637,8769
483,96,pottedplant,66.90065860748291,1520
484,96,car,76.63773894309998,238
485,96,car,93.11665892601013,1092
486,97,truck,63.39138150215149,12915
487,97,car,71.60183191299438,3828
488,97,car,97.75516986846924,22632
489,97,car,82.20683932304382,110
490,97,car,89.57852125167847,120
491,97,car,92.97266602516174,896
492,97,car,68.01545023918152,1320
493,97,person,60.57508587837219,1120
494,98,car,89.20969367027283,120
495,99,car,60.9807014465332,1053
496,99,car,95.72763442993164,408
497,99,car,78.13647985458374,918
498,99,person,72.05944657325745,1122
499,99,person,92.5269067287445,864
500,100,car,81.10829591751099,228
501,100,car,71.10891342163086,1419
502,100,person,88.49431872367859,240
503,101,person,97.45240211486816,2325
504,101,car,99.8916506767273,6290
505,101,traffic light,72.6326584815979,805
506,101,person,64.4476056098938,119
507,101,person,67.0144259929657,190
508,101,person,87.66972422599792,720
509,101,person,82.30557441711426,1196
510,101,person,96.70535326004028,1260
511,101,person,97.57235050201416,1060
512,102,car,80.0646722316742,99
513,102,car,84.83859896659851,130
514,102,car,84.02729034423828,950
515,102,car,75.82520246505737,360
516,102,bicycle,89.30854201316833,1200
517,103,car,99.48331117630005,7446
518,103,car,62.65053153038025,80
519,104,car,99.84886646270752,4087
520,104,car,99.95319247245789,5415
521,104,car,95.02330422401428,1320
522,105,car,98.75889420509338,4284
523,105,car,95.557302236557,252
524,105,car,69.37735080718994,120
525,105,car,87.01461553573608,1160
526,105,car,61.63965463638306,304
527,106,car,81.48691058158875,323
528,106,car,98.31346869468689,2448
529,106,car,76.34937167167664,1300
530,107,car,80.77936172485352,154
531,107,person,96.52523994445801,1008
532,108,car,94.56427693367004,38192
533,108,car,99.70494508743286,9095
534,108,car,63.85101675987244,121
535,108,person,98.67228269577026,752
536,108,car,98.85783791542053,2400
537,108,bicycle,70.65141797065735,319
538,109,car,99.75520372390747,19425
539,109,car,99.60137605667114,4725
540,109,car,99.74839687347412,5040
541,109,car,91.76939725875854,20806
542,109,car,65.27829170227051,132
543,109,car,69.60219740867615,99
544,109,car,95.29995322227478,357
545,109,car,95.98962664604187,697
546,109,car,95.72634696960449,2015
547,109,car,95.16108632087708,832
548,109,bicycle,65.29917120933533,1634
549,110,car,99.86152648925781,6615
550,110,car,86.348557472229,360
551,110,car,79.088693857193,280
552,110,car,69.10799145698547,1372
553,110,car,81.61293864250183,231
554,110,car,95.97298502922058,2392
555,110,car,99.22903776168823,1380
556,110,car,90.11935591697693,1200
557,110,car,92.85967946052551,1160
558,110,person,94.98639106750488,810
559,111,car,99.41329956054688,13992
560,111,car,99.62306022644043,4692
561,111,car,77.21233367919922,24503
562,111,car,91.83621406555176,132
563,111,car,82.02500343322754,168
564,111,car,90.67270755767822,182
565,111,car,81.87161684036255,90
566,111,car,72.65994548797607,2210
567,111,car,98.19968342781067,1152
568,111,car,70.33129930496216,357
569,112,truck,95.60654759407043,11040
570,112,car,99.91567730903625,18981
571,112,car,64.87265229225159,42
572,112,person,60.185736417770386,168
573,113,car,99.31877851486206,4823
574,113,person,71.11795544624329,200
575,113,car,90.4143750667572,90
576,113,car,95.57983875274658,820
577,113,person,85.82530617713928,243
578,114,car,90.44517278671265,272
579,114,car,70.93175053596497,144
580,114,person,99.6006727218628,1280
581,115,car,64.85111713409424,143
582,115,car,99.04370307922363,468
583,115,car,89.14639949798584,384
584,115,person,90.37966728210449,200
585,115,car,98.21273684501648,1708
586,115,car,82.65441656112671,1862
587,116,car,97.62745499610901,49932
588,116,car,96.16975784301758,47941
589,116,car,97.46618866920471,4950
590,116,car,93.52288246154785,4480
591,116,car,86.83879375457764,168
592,116,car,60.19003391265869,192
593,116,person,73.28698635101318,550
594,116,car,92.0477032661438,1020
595,116,car,62.147051095962524,884
596,117,truck,68.0808961391449,19188
597,117,car,68.7535285949707,18352
598,117,car,96.92115187644958,41934
599,117,car,98.56089949607849,5628
600,117,car,84.4445288181305,182
601,117,car,60.268741846084595,176
602,117,car,89.41410779953003,1444
603,117,car,98.93895983695984,864
604,117,car,63.226836919784546,1085
605,117,car,89.47857022285461,936
606,118,motorbike,74.20068979263306,6006
607,118,car,93.62834095954895,169
608,119,car,94.79376077651978,31136
609,119,person,86.95206642150879,120
610,119,car,98.83831143379211,2244
611,120,car,92.76998043060303,13216
612,120,car,97.45317697525024,15429
613,120,person,99.33784604072571,3128
614,120,car,75.5990982055664,400
615,120,car,65.6356930732727,621
616,120,car,99.13346767425537,2193
617,121,person,98.66688251495361,2201
618,121,car,69.16638612747192,3843
619,121,bicycle,87.46635317802429,6164
620,121,person,83.14730525016785,372
621,122,car,61.05273962020874,6420
622,122,car,95.77773213386536,4368
623,122,car,97.70376086235046,17170
624,122,car,87.20754981040955,1225
625,122,person,88.5249137878418,980
626,122,person,98.22249412536621,1450
627,122,bicycle,88.86328339576721,1225
628,123,truck,77.54765748977661,6890
629,123,car,99.85358119010925,4400
630,123,car,88.47383260726929,168
631,123,car,83.53562355041504,304
632,123,car,91.12442135810852,551
633,123,car,94.85362768173218,1938
634,123,bicycle,90.75111150741577,1100
635,123,car,86.97062134742737,1672
636,124,car,99.404376745224,26076
637,124,car,80.49921989440918,315
638,124,car,66.4126455783844,121
639,124,car,99.41185116767883,1932
640,124,car,99.37032461166382,2967
641,125,car,99.91426467895508,20448
642,125,car,91.40793085098267,4420
643,125,motorbike,80.41226863861084,2520
644,125,car,80.28285503387451,624
645,125,car,93.01571249961853,1755
646,125,car,98.84186387062073,1488
647,126,car,99.64965581893921,17712
648,126,car,96.24865651130676,41325
649,126,car,72.11210131645203,920
650,126,car,93.58530044555664,1740
651,126,car,99.58866238594055,1197
652,126,car,98.70638251304626,1800
653,126,car,97.371506690979,1804
654,126,bicycle,73.39378595352173,1426
655,127,car,99.84722137451172,15327
656,127,car,97.83386588096619,35909
657,127,person,99.50441122055054,2272
658,127,car,95.1303243637085,5056
659,127,car,70.95006704330444,368
660,127,car,71.98931574821472,280
661,127,car,81.61312341690063,357
662,127,car,97.05257415771484,456
663,127,car,78.82826328277588,627
664,128,car,98.87694120407104,1127
665,128,person,98.40248227119446,1357
666,129,person,67.49677062034607,230
667,129,person,77.79791355133057,495
668,129,car,83.06358456611633,1140
669,130,truck,95.18116116523743,54444
670,130,car,66.31945371627808,26784
671,130,car,61.17373704910278,7268
672,130,car,86.11574172973633,21721
673,130,car,73.76917004585266,143
674,130,car,91.83586239814758,960
675,130,car,80.523681640625,640
676,130,car,60.16595959663391,360
677,130,car,94.19150948524475,702
678,131,car,94.97753977775574,29029
679,131,car,98.75902533531189,3948
680,131,car,94.71428394317627,240
681,131,car,78.22814583778381,195
682,131,person,72.27895259857178,312
683,131,car,93.40521693229675,936
684,131,car,99.71166253089905,1960
685,132,car,99.24467206001282,30200
686,132,car,74.57601428031921,169
687,132,car,73.92967343330383,675
688,132,car,71.39440178871155,324
689,132,car,92.25694537162781,378
690,132,car,81.56377077102661,289
691,132,car,90.05675315856934,644
692,132,car,61.02084517478943,320
693,132,car,98.95486831665039,2242
694,132,car,98.8945484161377,2205
695,132,car,87.7329170703888,1518
696,133,bicycle,84.00536775588989,5096
697,133,bicycle,81.77667260169983,3234
698,133,person,79.80486750602722,112
699,133,person,79.05665636062622,147
700,133,car,81.9503664970398,759
701,133,car,98.93091917037964,1540
702,134,car,99.82627034187317,8584
703,134,car,97.56439328193665,8832
704,134,car,98.74931573867798,15072
705,134,car,70.49505710601807,182
706,134,car,97.18339443206787,667
707,134,car,86.89982295036316,234
708,134,car,77.16449499130249,224
709,134,car,81.68915510177612,342
710,134,car,83.58354568481445,748
711,134,person,93.51586699485779,175
712,134,person,95.87213397026062,175
713,134,car,98.23159575462341,1519
714,135,car,98.93637895584106,14586
715,135,car,83.74056220054626,1026
716,135,car,79.27781939506531,285
717,135,car,89.40209150314331,196
718,135,car,73.568594455719,192
719,135,car,94.23364996910095,306
720,135,car,90.62678217887878,841
721,135,car,95.09279131889343,925
722,135,car,98.46858382225037,2679
723,136,car,97.69197106361389,14250
724,136,car,98.75008463859558,15730
725,136,car,89.91701602935791,13706
726,136,car,94.43259239196777,18318
727,136,car,65.92822074890137,120
728,136,car,70.57132124900818,204
729,136,person,72.35239148139954,143
730,136,car,93.72822046279907,700
731,136,car,97.44513630867004,476
732,136,car,95.59909701347351,2254
733,137,car,99.08405542373657,31590
734,137,bicycle,88.66353631019592,8811
735,137,person,75.05328059196472,253
736,137,car,80.83091974258423,399
737,137,car,97.75022268295288,756
738,138,truck,93.37261915206909,39168
739,138,car,98.82742762565613,24480
740,138,car,94.3504273891449,11990
741,138,car,70.44974565505981,368
742,138,car,75.13642907142639,874
743,139,car,99.82929229736328,22015
744,139,car,98.54962229728699,28014
745,139,car,99.12866353988647,7548
746,139,car,99.27608966827393,1247
747,140,car,98.21928143501282,26400
748,140,car,98.59822392463684,45220
749,140,car,65.40324687957764,5270
750,140,car,83.05639624595642,378
751,140,car,60.529160499572754,180
752,140,car,70.46849131584167,70
753,140,car,78.69247198104858,99
754,140,car,78.43817472457886,100
755,140,car,96.42524719238281,288
756,140,car,96.99695706367493,725
757,140,person,88.36197257041931,288
758,140,car,99.43162798881531,1488
759,140,car,98.90729784965515,2050
760,141,car,93.24326515197754,24934
761,141,car,92.21713542938232,108
762,141,car,86.59684658050537,380
763,141,car,81.02993965148926,304
764,141,car,84.23669338226318,208
765,141,car,98.15834164619446,1147
766,141,car,99.11532998085022,1848
767,142,car,99.04446005821228,17440
768,142,truck,73.01084399223328,20174
769,142,car,99.06708598136902,25669
770,142,car,72.52569794654846,1044
771,143,car,99.10045266151428,56548
772,143,car,97.67755270004272,3417
773,143,car,99.62996244430542,5032
774,143,car,61.281538009643555,168
775,143,car,65.35643339157104,80
776,143,car,95.0757622718811,650
777,143,car,80.50633668899536,234
778,143,car,95.69053649902344,306
779,144,bicycle,80.9971809387207,5310
780,144,car,82.0683240890503,156
781,144,car,78.7244200706482,80
782,144,car,67.62683987617493,77
783,144,person,91.34800434112549,216
784,144,car,97.25639820098877,1184
785,144,car,76.70281529426575,182
786,144,car,94.82405185699463,234
787,144,person,89.41720724105835,735
788,144,car,99.08726215362549,2009
789,145,car,62.876951694488525,63
790,145,car,84.2352032661438,143
791,145,fire hydrant,94.28266882896423,1020
792,146,car,93.16790103912354,3190
793,147,car,95.87005972862244,3600
794,147,car,99.79385733604431,10147
795,147,bicycle,94.00895833969116,7178
796,147,bicycle,66.62222743034363,7290
797,147,car,64.42651748657227,918
798,147,car,69.3484902381897,130
799,147,car,77.19533443450928,165
800,147,car,71.44637107849121,154
801,147,car,78.00537347793579,450
802,147,car,94.88478302955627,2640
803,148,car,97.08034992218018,22144
804,148,car,99.70517158508301,3953
805,148,person,84.26183462142944,360
806,148,car,74.07292127609253,90
807,148,car,72.74155020713806,135
808,148,car,90.04078507423401,224
809,148,car,76.9431471824646,195
810,148,car,61.867934465408325,140
811,149,car,86.63025498390198,336
812,149,car,99.24697279930115,1320
813,149,bicycle,65.83706140518188,374
814,149,car,98.89516234397888,2079
815,149,person,89.44759964942932,1300
816,150,car,94.60851550102234,56750
817,150,car,92.17656254768372,6290
818,150,car,77.35965847969055,99
819,150,car,83.66163969039917,195
820,150,car,72.12172746658325,414
821,150,car,99.667489528656,2016
822,151,car,95.02483010292053,28420
823,151,car,76.81455612182617,14430
824,151,car,66.00790619850159,432
825,151,car,88.2043182849884,196
826,151,car,81.24656677246094,256
827,151,person,66.39021039009094,221
828,151,person,94.53839063644409,319
829,151,car,98.64869117736816,1064
830,151,person,94.74384784698486,552
831,151,car,99.22385811805725,2208
832,151,person,97.16616868972778,1357
833,152,car,70.088130235672,60704
834,152,person,63.863444328308105,640
835,152,person,67.43587255477905,228
836,152,car,91.41941666603088,690
837,152,car,64.25787806510925,380
838,152,car,97.04596400260925,1530
839,153,bicycle,81.8803608417511,3996
840,153,person,91.43038392066956,731
841,153,person,76.07861757278442,341
842,153,person,79.44318652153015,180
843,153,person,82.97175765037537,210
844,153,person,94.75477933883667,1155
845,153,bicycle,77.83403992652893,285
846,154,car,99.32327270507812,20002
847,154,car,99.55803751945496,4080
848,154,car,67.20643043518066,45
849,154,car,99.39507246017456,240
850,154,car,95.22127509117126,1044
851,154,person,88.37870955467224,1584
852,155,person,91.66732430458069,595
853,155,car,99.34738278388977,1782
854,156,car,99.93434548377991,31458
855,156,car,99.47269558906555,22236
856,156,car,97.27061986923218,4524
857,156,car,98.09138774871826,3933
858,156,car,83.1072747707367,340
859,156,car,93.79123449325562,340
860,156,car,67.27238297462463,391
861,156,car,90.8561646938324,336
862,156,car,97.96826243400574,1260
863,157,car,95.08891701698303,45792
864,157,car,79.63692545890808,51700
865,157,car,98.77153635025024,4224
866,157,car,84.33454036712646,616
867,157,car,84.17391180992126,720
868,157,car,77.7386724948883,306
869,157,car,94.61436867713928,1188
870,157,car,95.53253054618835,2500
871,158,car,98.28956723213196,27040
872,158,car,66.5418267250061,960
873,158,person,81.10820651054382,336
874,158,car,99.49310421943665,2821
875,158,car,99.78305697441101,2511
876,158,car,97.65037894248962,2387
877,158,car,98.4173059463501,2240
878,159,car,97.69245982170105,42064
879,159,car,99.79947805404663,3713
880,159,car,91.82600975036621,120
881,159,car,94.94386315345764,208
882,159,car,84.98502373695374,609
883,159,car,98.70137572288513,1440
884,161,car,98.6539900302887,1599
885,161,bicycle,68.06842684745789,700
886,162,car,97.07629084587097,868
887,163,person,83.56991410255432,2106
888,163,traffic light,85.55125594139099,242
889,163,traffic light,75.24416446685791,276
890,163,traffic light,80.52177429199219,230
891,163,car,75.56686997413635,252
892,163,car,96.40559554100037,1242
893,163,bicycle,80.03841638565063,324
894,163,bicycle,84.66182947158813,324
895,163,person,95.80356478691101,574
896,163,person,87.48672008514404,600
897,163,person,88.0128264427185,1161
898,163,person,94.0636932849884,968
899,164,car,98.40111136436462,3864
900,164,traffic light,64.52164649963379,152
901,164,car,75.02838969230652,144
902,164,person,73.75917434692383,312
903,164,car,96.31509780883789,841
904,164,car,77.30624675750732,324
905,164,car,82.77116417884827,304
906,165,car,89.18973207473755,270
907,165,car,96.57561779022217,988
908,165,car,99.17130470275879,1155
909,166,car,99.96216893196106,7200
910,166,car,62.798213958740234,143
911,166,car,66.02680087089539,110
912,166,car,71.15938663482666,140
913,166,car,96.81736826896667,918
914,166,person,93.84546875953674,210
915,166,person,91.03828072547913,987
916,166,bicycle,85.11162996292114,780
917,167,car,99.40080046653748,16905
918,167,car,99.57612156867981,3551
919,167,car,68.44066381454468,272
920,167,car,96.9348132610321,1452
921,167,car,96.0163950920105,1680
