Image number,Object,Reliability,Size of box
487,car,95.9614634513855,572
487,car,94.75414752960204,1517
488,car,99.24052953720091,28220
488,car,97.37266302108765,4864
488,person,67.64872670173645,336
488,car,75.28723478317261,260
488,car,70.93374729156494,169
488,car,79.2018175125122,210
488,car,97.99240827560423,306
488,car,93.28166842460632,1054
488,person,90.73406457901,224
488,person,74.2219626903534,440
489,car,98.31305742263794,13872
489,car,97.44964241981506,25740
489,car,94.17062401771544,192
489,car,94.9015974998474,144
489,car,95.86933255195618,513
491,car,84.0923547744751,30794
491,car,96.64138555526732,240
491,car,91.95058941841124,754
492,car,91.69478416442873,15576
492,car,94.9471950531006,110
492,car,96.55117392539978,494
493,car,98.85371327400208,47685
494,car,98.78260493278503,4386
494,car,98.18726181983948,270
494,car,83.49347114562988,440
494,car,96.4264988899231,1650
496,car,94.51714158058168,29808
496,car,96.40294313430786,5394
496,car,61.2677276134491,70
496,car,74.45775270462036,132
497,car,85.90003252029419,3675
497,car,93.68898868560792,132
497,car,91.72596335411072,90
498,car,95.99839448928832,6380
499,car,98.36288094520567,3168
500,car,99.32248592376708,10293
500,car,99.50252771377563,28462
501,car,99.6558666229248,41934
501,car,99.12882447242735,6324
501,car,97.86125421524048,357
501,car,97.89636731147766,1271
501,car,99.38778281211852,2322
502,car,97.6417601108551,13589
502,car,98.42261672019958,4841
502,car,96.954345703125,6466
502,car,91.03105068206789,11520
502,car,66.47343635559082,5626
502,car,96.84744477272034,9940
502,car,91.00414514541626,1548
502,car,93.0552303791046,2150
503,car,87.59877681732178,1444
503,car,86.48579716682434,621
503,car,98.60280752182008,3403
504,car,99.50997829437256,32118
504,truck,70.484858751297,3816
504,car,99.94168877601624,8058
504,car,80.73132634162903,64
504,car,72.79531359672546,567
504,car,91.5396213531494,323
504,car,61.04876399040222,182
505,car,97.24060893058775,6384
505,car,83.91125202178955,912
505,car,75.42997002601624,1092
506,car,99.50252175331116,3408
506,car,73.41439127922058,64
506,car,81.39564990997314,110
506,car,98.655766248703,255
506,car,97.25685119628906,1240
506,car,99.42634105682372,2392
507,car,99.66058135032654,6768
507,car,80.54578304290771,143
507,car,70.87622284889221,165
507,car,67.28250980377197,266
507,car,70.7151472568512,399
508,car,99.51268434524536,11025
508,car,97.31579422950745,1403
508,car,93.7896728515625,1924
509,car,93.12849044799805,667
510,car,97.53507375717165,4816
510,car,99.84910488128662,5537
510,car,78.99603247642517,672
510,car,71.29257917404175,168
510,car,97.1480131149292,320
510,car,96.59809470176695,182
510,car,93.2781219482422,272
510,car,89.80233073234558,624
510,car,99.49867129325868,1593
511,truck,92.47311353683472,2881
511,car,88.66823315620422,1530
512,car,95.65680027008057,4480
512,car,99.8607575893402,7176
512,car,64.77587819099426,130
512,car,71.80717587471008,99
512,car,84.67918634414673,130
514,car,97.25680947303772,3312
514,car,94.30546760559082,90
514,car,83.44305157661438,49
514,car,82.2585940361023,42
514,person,76.66392922401428,209
514,car,97.27030992507936,560
515,car,99.63301420211792,4446
516,car,97.52418994903564,5130
516,car,79.91684079170227,48
516,car,75.20223259925842,266
517,car,68.34670901298523,99
517,car,82.32085108757019,130
517,bus,73.22800159454346,1656
517,car,98.68116974830627,783
517,car,85.86243987083435,384
518,car,98.890221118927,14240
518,car,96.61219120025636,169
520,person,95.27637362480164,736
521,car,98.77007603645325,5252
521,car,89.29514288902283,208
521,car,73.25828075408936,49
521,car,62.8121018409729,110
521,car,98.67909550666808,1944
522,car,98.08230400085448,19440
522,car,81.57407641410828,156
522,car,95.1309323310852,225
522,car,73.59883189201355,208
522,car,98.31218719482422,399
522,car,88.73152732849121,550
522,car,97.09957242012024,945
522,car,98.15202951431274,1530
522,person,72.2646176815033,234
523,car,99.88968968391418,15908
523,car,97.92107343673706,12798
523,car,99.78894591331482,8928
523,motorbike,98.90443682670592,6322
523,motorbike,74.26595687866211,1196
524,car,97.35683798789978,16377
524,car,99.92945194244383,8280
524,car,73.65120053291321,324
524,car,83.9819073677063,208
524,car,94.4351315498352,420
524,car,97.2411334514618,988
524,car,99.37620162963869,1980
524,car,98.46014380455016,1932
525,car,96.61706686019896,10738
525,car,99.34245347976685,3690
525,car,99.7624158859253,4290
525,car,99.57790970802309,9450
525,car,87.73404359817505,192
525,car,84.94200706481934,143
525,car,79.27465438842773,182
525,car,68.35125684738159,238
525,car,97.5926399230957,2400
526,car,99.90188479423524,52224
526,car,99.96630549430849,52962
527,car,68.41121315956116,99
527,car,62.944573163986206,238
527,car,91.92246198654176,110
527,car,89.2029345035553,414
529,car,66.70739650726318,480
531,car,99.86882209777832,28560
531,bus,92.39444136619568,28290
531,car,99.0015149116516,858
531,car,64.89667296409607,140
531,car,76.8187940120697,143
531,car,96.80444002151488,1260
531,car,94.04345154762268,1360
532,bus,99.92653131484984,61074
532,car,94.4007158279419,324
532,car,95.3715682029724,169
532,car,98.96771907806396,1290
533,car,99.87637400627136,4730
533,car,92.37377047538756,2720
533,car,85.83494424819946,437
533,car,82.06759095191956,169
533,car,85.31884551048279,144
533,car,83.46579074859619,221
533,car,98.08329343795776,660
535,car,99.87019896507265,24625
535,person,77.45766043663025,195
535,person,81.74078464508057,406
536,car,99.17013049125671,21870
536,car,99.9174177646637,3484
536,motorbike,93.55429410934448,6164
536,car,96.81442379951476,840
536,car,75.83959102630615,384
538,car,96.77358865737916,12702
538,car,98.06336164474487,3124
538,car,96.01317048072816,5832
538,car,95.50887942314148,16960
538,car,73.23172688484192,2001
539,car,95.58401107788086,23800
539,car,99.71305131912231,8784
539,car,87.81235218048096,630
539,car,95.5150842666626,1144
540,car,99.7124433517456,24420
540,car,99.11398887634276,62565
540,car,97.14354872703552,39270
541,car,73.19594621658325,578
542,person,95.97765803337096,152
542,person,69.39975023269653,275
542,person,77.8881847858429,220
543,car,66.4427638053894,5328
543,car,87.13996410369873,24955
543,car,86.69886589050293,208
543,car,67.50608682632446,195
543,car,95.0622260570526,1856
543,car,90.19488096237184,288
543,car,82.54497051239014,567
543,car,92.57054328918456,1488
543,car,86.14526987075806,1855
543,person,99.31989312171936,1587
544,car,85.5326235294342,400
544,car,99.00307655334473,1344
545,motorbike,89.74438309669495,4485
545,motorbike,94.50978636741638,2520
545,motorbike,99.29226636886597,5590
545,motorbike,97.91116118431091,5360
545,car,90.57008028030396,8505
545,motorbike,88.60610723495483,1508
546,car,99.1759955883026,12462
546,car,97.76544570922852,520
546,car,91.20470881462096,357
546,car,99.07547235488892,1980
546,car,98.6457586288452,2769
547,car,99.72923994064332,20301
547,car,81.9158136844635,3871
547,car,99.2003083229065,4940
547,car,90.50204157829285,1500
547,car,91.45804047584534,2368
548,car,98.5062539577484,9248
548,motorbike,91.90120697021484,5742
550,car,99.80358481407166,20815
550,car,99.21879172325134,7242
550,car,99.06799793243408,4242
550,car,90.64930081367493,874
550,car,99.19242262840272,1518
551,car,99.08092617988586,12825
551,car,97.8947639465332,1025
551,car,98.56023788452148,1710
552,traffic light,69.92179155349731,312
552,traffic light,70.1357364654541,288
552,car,75.65539479255676,240
552,car,73.11229109764099,280
552,car,71.32176756858826,532
552,car,99.6211588382721,1978
553,car,88.36426734924316,140
553,car,76.48991346359253,240
553,person,93.49467754364014,336
553,car,99.54577088356018,1302
554,car,95.32936811447144,168
554,car,97.26679921150208,396
555,car,79.93960380554199,143
555,car,79.44826483726501,156
555,person,94.32116746902466,817
556,car,99.36293959617616,6000
556,car,99.06379580497742,6363
556,car,70.97983360290527,399
556,car,92.09730625152588,182
556,car,99.11410808563232,1120
556,car,72.98619747161865,208
557,car,94.08581852912904,7021
557,car,92.85317063331604,196
557,car,88.59332799911499,90
557,car,82.34038352966309,81
557,car,91.81321263313292,210
557,car,98.82170557975768,1716
557,car,94.76959109306335,540
557,car,71.52432203292847,810
558,car,87.25208640098572,252
558,car,71.6063141822815,306
558,car,99.7855544090271,1696
558,car,93.4145450592041,546
558,car,95.98201513290404,462
559,car,99.86653327941896,5475
560,traffic light,75.20886063575745,312
560,car,66.68923497200012,64
560,car,96.33623361587524,1395
560,person,88.82790803909302,760
560,car,99.65616464614868,1800
561,bus,99.79958534240724,105245
561,car,99.70428943634032,1680
562,car,95.15787363052368,135
562,car,99.5442509651184,1102
565,car,99.38762187957764,3481
565,car,99.23940896987916,9398
565,car,73.53007793426514,150
565,car,75.00057220458984,117
565,car,66.29531979560852,108
565,car,65.86921811103821,150
565,car,60.96529960632324,285
566,car,68.66291761398315,169
567,car,70.7072913646698,180
567,car,63.939642906188965,180
567,car,93.56268644332886,1008
567,car,98.430734872818,2958
568,car,86.39823794364929,352
571,truck,81.63474202156067,5060
571,car,63.02993297576904,1140
573,car,73.54633212089539,14507
574,traffic light,64.88312482833862,624
574,traffic light,66.35509133338928,690
574,car,96.06969356536864,817
574,car,89.39357399940491,294
574,car,86.96879148483276,1612
574,person,96.0067629814148,760
574,person,85.6638252735138,481
575,person,74.36135411262512,243
576,person,99.44761991500854,1273
581,car,86.69784665107727,300
581,truck,64.4488513469696,990
581,car,86.94963455200195,846
583,car,98.59777688980104,15762
583,car,76.51390433311462,396
583,car,97.6084053516388,224
584,car,82.12236166000366,74074
585,car,98.80886673927309,67952
585,car,79.37302589416504,460
585,car,94.60548758506776,330
586,car,98.25065732002258,7623
586,car,75.52300691604614,306
586,car,97.0763385295868,1749
590,car,99.96866583824158,28755
591,car,99.3696391582489,15180
591,car,86.3202452659607,169
592,car,99.91952180862428,25125
592,car,91.80973768234252,5022
592,car,99.4977056980133,8855
592,car,82.68754482269287,320
592,car,92.38395690917967,532
594,car,98.53639006614684,48556
594,car,99.25606846809389,10890
595,car,99.44785833358765,15900
595,car,99.79527592658997,3570
595,car,83.13534259796143,192
595,car,97.6019024848938,690
596,car,99.94596838951112,84224
597,car,96.5089201927185,1104
597,car,61.812764406204224,697
597,car,80.36819100379944,2178
597,car,80.62957525253296,1508
597,car,97.90436029434204,2414
597,car,95.22777199745178,2788
598,car,99.51186180114746,5180
599,car,96.58617377281188,47600
599,car,98.71121048927309,7154
599,car,62.53434419631958,360
600,car,99.5518147945404,60564
601,car,97.06782698631288,15990
601,car,97.17063903808594,26937
601,car,72.28606939315796,64
601,car,90.81013798713684,90
601,car,91.2694215774536,256
601,car,91.01523160934448,682
601,car,97.36589193344116,1632
602,car,91.88869595527648,5680
602,fire hydrant,67.68129467964172,1325
603,car,99.80185627937315,13224
603,car,92.640483379364,221
603,car,92.82582998275755,1715
604,car,97.52065539360046,28891
604,car,99.78712797164916,5670
604,car,96.42227292060852,240
604,car,62.62155175209045,375
604,car,93.63210201263428,693
605,car,99.79056119918825,78528
605,car,96.34841084480286,21714
607,car,99.72999691963196,35397
607,car,73.9558219909668,252
607,car,76.5687346458435,196
608,car,98.6255705356598,3450
608,car,96.52036428451538,168
610,car,99.98061656951904,54870
610,car,98.61825108528136,39624
610,pottedplant,69.63338851928711,748
611,motorbike,71.82952761650085,9728
612,car,96.75329327583312,1584
613,car,99.87521767616272,8631
613,car,82.82955288887024,280
613,car,60.502588748931885,650
613,car,97.64949083328248,1472
615,car,99.22851920127869,34880
615,car,98.91534447669984,4292
615,car,77.93965339660645,572
615,car,93.9123034477234,1800
615,car,74.99060034751892,714
616,car,87.6738965511322,34125
616,car,91.19393229484558,3503
616,car,84.2713713645935,70
616,car,60.92764139175415,306
616,car,73.16007018089294,266
616,car,99.60333108901978,1900
616,car,79.36554551124573,2794
617,car,99.5577037334442,5698
618,fire hydrant,63.61357569694519,1560
619,car,91.16801619529724,31248
619,car,99.36702847480774,12006
620,car,97.79528975486755,49446
622,car,99.9484658241272,8778
622,car,88.45528960227966,672
622,car,90.63073992729188,650
622,car,98.8984763622284,1722
623,car,84.15548205375671,240
626,car,99.81670379638672,6800
626,car,85.79094409942627,11760
626,car,96.14142775535583,437
626,car,98.293799161911,2596
627,car,88.80216479301453,85200
628,car,99.47961568832396,41976
628,car,99.93603229522704,5040
628,car,90.85837006568909,357
628,car,99.04664754867554,1404
628,car,87.81201839447021,864
629,car,99.31331872940063,54168
629,car,98.80686402320862,9579
629,car,88.9289379119873,496
629,car,71.05072736740112,224
630,truck,91.16413593292236,41820
630,car,87.97337412834167,4257
630,car,99.61339235305786,7189
630,car,76.86283588409424,272
630,car,71.67607545852661,130
630,car,60.14978289604187,154
631,car,94.53927278518675,43470
631,motorbike,88.73474597930908,17161
631,car,99.2783546447754,4200
631,motorbike,61.10947728157044,6150
631,motorbike,89.51373100280762,5688
631,car,63.03629279136658,1176
632,car,97.3805844783783,148925
632,car,97.31594324111938,6560
633,car,69.93385553359985,156
633,car,85.84729433059692,169
633,car,91.55890345573424,255
634,car,97.06149101257324,91805
635,car,95.1130986213684,47196
635,car,97.3620593547821,3904
635,car,96.9820201396942,725
635,car,73.42415452003479,80
637,car,87.77788281440735,35520
637,car,92.01348423957825,168
637,car,74.46377873420715,432
637,car,70.23155689239502,420
637,car,84.72113013267517,429
639,truck,73.75839352607727,4320
639,car,96.26873135566711,638
639,car,99.08885955810548,616
640,truck,99.3947982788086,17940
640,car,99.89314675331116,40086
641,car,99.39160943031312,22040
641,car,99.88486766815186,5846
642,car,99.79029297828674,22338
642,truck,78.21601033210754,3672
642,pottedplant,68.28734278678894,1150
643,car,97.27388620376588,19422
643,car,61.76867485046387,4290
643,truck,66.41961932182312,4092
643,car,99.86778497695924,5665
643,car,94.70077753067017,6120
643,car,99.37875270843506,1394
644,car,98.03768992424013,60112
644,car,86.3002598285675,9568
644,car,65.53003787994385,864
644,car,83.50853323936462,400
645,car,99.84471201896667,18060
645,car,99.83426928520204,19224
645,person,90.9212291240692,396
645,person,87.07376718521118,1152
646,car,99.94636178016664,21528
646,car,99.25055503845216,9360
646,car,99.81018900871275,6111
646,car,92.10240244865416,418
646,car,93.79437565803528,143
646,person,85.33244729042053,238
646,person,74.37050342559814,396
646,car,88.07485699653625,2600
647,car,99.80286359786987,4048
647,car,77.60784029960632,2460
647,car,95.26844024658205,4968
647,car,99.43154454231262,6930
647,car,99.9098777770996,7904
647,car,99.05025959014893,13311
647,car,99.55697655677795,1350
648,motorbike,99.8497724533081,11280
648,motorbike,89.89320993423462,10472
648,person,86.14476919174194,1350
649,bus,96.08352780342102,3348
649,car,99.5436668395996,4576
649,car,92.4629807472229,2590
649,car,95.54768800735474,8888
649,car,82.1284830570221,5750
649,car,66.37479662895203,210
649,car,84.46092009544373,132
649,car,96.98788523674013,225
649,car,94.07844543457033,513
649,car,95.09137868881226,782
650,car,91.96705222129822,16128
650,car,99.90220069885254,28116
650,car,92.48833656311037,5564
651,car,99.56645965576172,14039
651,bus,95.50944566726685,3904
651,car,99.6912717819214,3735
651,car,99.87521767616272,10150
651,car,98.6589789390564,10614
651,car,92.80290603637695,64
651,car,73.0701208114624,110
651,car,86.70505285263062,306
651,car,85.01917123794556,336
651,car,96.04037404060364,812
651,car,75.83577632904053,850
652,car,99.02808666229248,25090
652,car,93.88925433158876,4185
652,car,98.95792603492735,7296
652,car,99.11344051361084,15429
652,car,98.02745580673218,1276
652,car,87.20244765281677,609
652,car,98.52865934371948,2992
652,car,85.29655933380127,2220
653,car,99.88529086112976,18966
653,car,96.13457322120668,3978
653,car,99.70131516456604,5016
653,car,94.38438415527344,5220
653,car,99.6931791305542,15760
653,car,99.0894854068756,1904
653,car,96.28437161445618,988
653,car,69.36581134796143,1378
653,car,97.5757658481598,2242
654,car,99.96479153633118,18447
654,car,79.35656905174255,81
654,car,65.37998914718628,56
654,car,91.86709523200987,121
654,car,98.56770038604736,1290
655,car,62.204670906066895,6643
655,truck,62.95429468154907,6643
655,car,62.82310485839844,144
655,car,97.52964973449708,1504
655,car,98.93461465835573,2068
656,car,99.97740983963013,4320
656,car,74.5723307132721,1015
657,car,98.81839156150818,3657
657,car,99.81824159622192,10472
657,car,87.91959285736084,10452
657,car,76.23475790023804,216
657,car,72.40979075431824,273
657,car,85.7231855392456,1073
658,car,80.9803307056427,840
658,car,92.85684823989868,270
658,car,99.50127005577087,1504
659,truck,99.67663288116456,34980
659,car,77.94211506843567,182
659,truck,87.30694055557251,1840
660,car,98.46431612968443,5562
660,car,99.7136116027832,6955
660,car,82.90766477584839,182
660,car,94.0863847732544,144
660,car,83.8695228099823,90
660,car,85.57878136634827,110
660,car,81.55461549758911,648
660,car,85.3512704372406,336
661,car,99.87808465957642,7011
661,car,91.17156267166138,306
661,car,94.51175928115843,121
661,person,73.63035082817078,1170
661,car,94.45290565490724,598
661,car,95.43808102607728,2451
662,car,82.02369213104248,51992
662,car,68.69479417800903,240
662,car,88.85465264320374,182
662,car,77.26368308067322,110
662,car,69.76035833358765,90
662,car,96.56414985656738,832
663,person,93.72732639312744,2343
663,car,99.78936314582825,5220
663,car,98.5154926776886,5676
663,car,61.022740602493286,357
663,car,77.82325744628906,63
663,person,79.07653450965881,697
663,car,84.14661884307861,460
664,car,99.27533864974976,15762
664,car,92.23764538764954,23415
664,person,62.23863363265991,220
665,car,99.93385076522829,9945
666,car,97.75422215461732,20829
666,car,98.82690906524658,1960
667,car,99.8315691947937,22848
667,car,99.43209886550903,10836
667,car,99.85071420669556,4796
667,car,95.08550763130188,943
668,car,99.39239621162416,7452
668,person,98.63629937171936,6960
668,car,72.04015851020813,253
669,car,98.00041317939758,2886
671,car,71.95422649383545,42
672,car,99.83774423599245,82160
674,car,66.81974530220032,1160
676,car,98.9012360572815,5440
676,car,64.47464227676392,1548
677,motorbike,95.69253921508788,4092
678,motorbike,94.63133215904236,4290
678,car,72.07839488983154,144
678,car,94.58011388778688,1610
678,car,94.58452463150024,324
678,car,72.98656105995178,187
678,motorbike,91.66184663772584,728
679,car,79.66393232345581,195
679,car,93.94409656524658,782
680,motorbike,65.90322852134705,306
683,car,91.28384590148926,23427
684,car,88.03552389144897,10877
685,car,61.17503046989441,8586
685,truck,60.05066633224487,8586
685,truck,69.06179189682007,1632
685,car,93.77653002738953,2535
686,car,77.02200412750244,208
686,car,77.12845206260681,121
686,car,69.37857270240784,256
686,car,75.58021545410156,494
686,car,99.48113560676576,2832
687,truck,91.08157753944396,40120
687,car,75.35009384155273,33532
687,truck,67.69523024559021,43143
687,car,91.53410792350768,9500
688,truck,73.48978519439697,25702
688,car,94.48484182357788,65575
688,car,72.49150276184082,23881
689,car,68.60986351966858,90
689,car,64.8419201374054,64
689,car,69.69031691551208,81
689,car,92.4020767211914,140
689,car,69.75617408752441,110
689,car,96.9958245754242,221
689,car,90.01830220222473,255
689,car,66.9355571269989,256
689,car,88.6431634426117,288
689,car,84.46394205093384,984
691,car,87.34620213508606,13952
691,car,98.71649742126463,13908
691,car,65.82438945770264,3675
692,car,99.70279335975648,26352
692,car,99.15509819984436,3712
692,car,98.43252897262572,342
692,car,98.61645102500916,780
693,car,94.70075368881226,41634
693,person,99.05255436897278,3700
694,car,99.18171763420104,10143
694,car,97.85757660865784,15322
694,car,97.62608408927916,828
694,car,98.84955883026124,391
695,car,65.36388993263245,36
695,car,99.57917332649232,238
695,car,74.91788268089294,121
695,car,79.34572100639343,143
695,car,97.60814309120178,1320
695,car,98.28338623046876,1426
696,car,99.82013702392578,5915
696,car,99.07129406929016,9240
696,car,74.9603807926178,49
696,car,73.43916296958923,80
696,car,71.5742826461792,306
696,car,77.29167342185974,252
696,car,72.77782559394836,520
697,car,99.89970922470091,61944
698,car,99.03076887130736,14204
698,truck,64.13043141365051,11682
698,car,90.54754376411438,4248
698,car,64.51624631881714,11718
698,car,86.74110770225525,154
698,car,94.98755931854248,121
698,car,92.26968288421632,182
698,car,95.86897492408752,304
698,car,92.86911487579346,480
698,car,99.13298487663268,2440
699,car,91.71608686447144,6972
702,car,95.94917893409728,3700
705,car,98.65089058876038,30246
705,car,96.92357778549194,34365
706,car,96.80450558662416,10780
706,car,89.63903188705444,180
706,car,98.86608123779295,899
706,car,97.25710153579712,300
706,car,78.29590439796448,476
706,car,99.7043788433075,2156
707,car,97.67471551895142,13280
707,car,98.7866759300232,3990
707,car,60.750603675842285,140
707,car,65.16927480697632,135
707,car,81.22313022613525,484
707,car,86.87361478805542,400
707,car,98.49604964256288,1242
707,car,94.68901753425598,1995
707,car,81.99382424354553,1333
709,car,99.52914118766785,21450
709,car,92.92483329772948,551
710,car,99.78814125061037,19000
711,car,99.5740294456482,27560
711,car,87.7790093421936,195
712,car,99.68770146369934,5760
712,car,95.01692652702332,600
712,car,98.69025945663452,1170
713,pottedplant,64.07150626182556,2625
713,person,98.2642412185669,3780
713,pottedplant,79.69637513160706,4698
713,car,98.07273149490356,851
713,car,92.59551763534546,182
713,car,72.64828085899353,121
713,car,89.94030952453613,130
713,car,73.90127778053284,90
713,car,87.32525110244751,80
713,car,89.47814106941223,360
713,motorbike,61.76823377609253,1666
713,motorbike,60.49448251724243,775
713,car,86.93169355392456,1568
714,car,99.05447959899902,4346
714,car,82.83708691596985,336
714,car,96.16636633872986,861
714,car,92.426598072052,2075
714,car,82.50272274017334,578
717,car,80.21502494812012,220
718,truck,97.52382040023804,15554
718,truck,73.75537753105164,1470
718,car,89.98804092407227,168
718,car,83.68796110153198,225
718,car,66.66297912597656,64
718,car,60.53956747055054,42
718,car,76.74042582511902,49
718,person,87.42808103561401,105
720,car,88.54148387908936,15180
720,car,97.23822474479675,4503
720,car,97.89034128189088,840
720,car,72.42462635040283,140
720,car,75.9856104850769,154
720,car,61.45474910736084,434
720,car,98.29424023628236,1748
721,car,87.72223591804504,64
721,car,83.42446684837341,208
721,car,84.426748752594,361
721,car,78.08015942573547,374
722,car,99.95574951171876,13572
722,car,86.20304465293884,1197
724,car,85.17547249794006,168
724,car,89.60410356521606,308
724,car,88.26960921287537,420
724,car,79.55664396286011,696
724,car,97.13211059570312,1840
724,car,97.2168266773224,1767
726,car,99.58932995796204,3417
726,car,96.29422426223756,27720
726,car,71.26278877258301,99
727,car,79.67544794082642,108
728,car,99.80088472366332,9856
728,car,78.21446061134338,80
728,car,76.22365355491638,528
728,car,97.10695147514345,696
729,person,97.50356078147888,4224
729,person,99.57574605941772,4532
730,car,99.3969976902008,7874
730,car,95.4710066318512,3774
730,car,78.3145010471344,100
730,car,79.7172486782074,90
730,car,96.42268419265748,304
730,car,88.24539184570312,294
730,car,88.75804543495178,399
730,car,99.48292970657349,1276
732,car,98.1039822101593,3813
732,car,78.59224081039429,238
732,person,78.11750173568726,160
732,car,90.2178704738617,957
732,pottedplant,63.83255124092102,1080
732,pottedplant,84.18911099433899,2226
733,car,99.6402382850647,4800
733,car,99.29550290107728,25668
733,car,79.00599837303162,240
733,car,69.97653841972351,195
733,car,69.35285329818726,221
733,car,88.57672214508057,437
734,car,99.713796377182,6300
734,car,92.51503348350523,144
734,car,80.38071393966675,90
734,person,69.61056590080261,592
734,car,82.46334195137024,340
735,car,97.7891743183136,11310
735,car,98.92973899841309,897
735,car,99.53920245170592,1568
736,car,99.45780038833618,22275
736,car,87.23781108856201,3738
736,car,98.6903965473175,9216
736,car,99.178946018219,1740
737,car,75.40417909622192,168
737,person,72.86490797996521,210
737,car,94.6056067943573,1763
740,car,84.47036147117615,132
742,truck,88.73408436775208,13700
742,car,80.7321310043335,140
742,car,81.57910108566284,90
742,car,89.3455445766449,204
742,car,87.18499541282654,864
742,car,82.18452334403992,380
742,car,99.73238706588744,1332
743,truck,78.22399139404297,4956
746,car,88.34816813468933,6545
746,car,85.99953055381775,2528
747,truck,88.73408436775208,13700
747,car,80.7321310043335,140
747,car,81.57910108566284,90
747,car,89.3455445766449,204
747,car,87.18499541282654,864
747,car,82.18452334403992,380
747,car,99.73238706588744,1332
748,car,98.84268641471864,3264
748,car,64.73374366760254,5967
748,car,68.73916387557983,143
748,car,92.87972450256348,117
748,car,74.05566573143005,400
748,car,77.77442336082458,294
748,car,74.49632287025452,851
749,car,86.79494857788086,23632
750,car,99.59694147109984,34760
750,person,95.78900933265686,1300
750,motorbike,67.44894981384277,378
751,car,99.95875358581544,5050
751,car,70.723956823349,378
751,car,90.71049690246582,240
751,car,86.22748851776123,225
751,car,71.90218567848206,90
751,car,80.59768676757812,90
751,car,66.22351408004761,90
751,car,62.27141618728638,72
751,car,99.19275641441344,1674
752,car,99.4048535823822,5520
752,car,97.01359868049622,266
752,car,76.09535455703735,120
752,car,94.25350427627563,100
752,car,95.78859806060792,234
752,car,93.90620589256288,598
753,car,99.8759627342224,17848
753,car,76.56229138374329,935
754,car,99.04647469520567,14381
754,car,88.06753754615784,12636
755,traffic light,87.81890273094177,1050
756,truck,77.00285911560059,25273
756,car,99.83147978782654,4600
756,car,99.13468956947328,1938
757,fire hydrant,64.621502161026,299
758,car,85.74361801147461,756
758,car,89.43976163864136,540
758,car,65.71580171585083,460
758,car,99.23378825187685,1134
759,car,61.15536689758301,108
760,car,64.03712034225464,64
760,car,95.22236585617064,506
760,car,70.18018960952759,756
760,car,99.08363819122314,1150
762,car,89.04390335083008,2765
763,car,99.76449608802795,5952
763,car,98.30254316329956,6000
763,car,85.65986156463623,130
763,car,92.42896437644958,315
764,car,99.45406317710876,7140
764,stop sign,74.00240898132324,165
764,car,74.9171495437622,1620
765,car,61.41926646232605,1000
766,car,70.76846361160278,2691
771,car,99.7270941734314,7866
771,motorbike,99.51390624046326,10168
772,car,71.26613855361938,19470
772,car,97.86602258682252,9500
772,car,82.69438147544861,208
772,car,67.66277551651001,725
772,car,64.76945877075195,529
773,bus,92.04272627830504,16224
773,car,77.97475457191467,648
773,car,82.47931003570557,414
773,car,97.74655103683472,1128
773,car,88.98510932922363,1386
774,car,99.93823170661926,17226
774,car,93.54337453842165,22895
774,car,94.86239552497864,68266
774,person,64.87733721733093,2736
777,car,63.982731103897095,173316
783,car,99.86889362335204,6102
783,car,74.88433122634888,216
783,car,71.80217504501343,247
783,car,98.34193587303162,780
783,car,99.1651177406311,2013
784,car,99.56575632095335,39402
785,car,99.92631673812866,4484
786,car,99.77609515190125,23711
786,car,98.55247139930724,6136
786,car,81.87564015388489,814
786,car,60.39447188377381,1683
786,car,95.86459398269652,2464
787,car,76.35586857795715,11076
787,car,99.57677721977234,8370
787,car,92.03805923461914,7832
787,car,75.81908702850342,176
787,car,97.11349606513976,2415
788,car,94.72844004631042,15444
788,car,79.83947396278381,37674
788,car,99.70977902412416,6255
788,car,99.5090126991272,15996
788,car,74.69474673271179,260
788,car,62.21160292625427,132
788,car,80.64524531364441,221
788,car,74.98956322669983,1484
788,car,96.66667580604552,936
789,car,99.58449006080627,2673
789,car,99.58234429359436,1988
789,car,98.31416606903076,1820
789,car,90.02548456192017,1704
789,car,79.24879193305969,1566
789,car,69.24092769622803,1664
790,car,97.98274636268616,41440
790,car,99.68132972717284,6300
790,car,97.35631942749023,1152
790,car,98.04492592811584,832
790,car,97.71811962127686,2074
791,car,99.47450160980225,32472
791,car,99.79597330093384,4420
791,car,98.8123655319214,1890
792,car,99.85985159873962,4452
792,car,79.62819933891296,64
792,car,78.80915403366089,90
792,car,97.97053337097168,224
792,car,89.5276427268982,306
792,person,67.77337789535522,198
795,car,94.03110146522522,968
795,car,79.13971543312073,104
796,car,61.48171424865723,42
797,car,97.66318202018738,19516
799,person,99.74988102912904,4028
800,person,85.673588514328,65
800,person,62.86798715591431,60
801,car,96.39698266983032,3850
801,car,98.78829717636108,195
801,car,91.27900004386902,168
801,car,83.2690954208374,500
801,car,75.0642478466034,2100
802,car,88.28713893890381,4961
803,car,99.92270469665527,69678
804,car,99.95708465576172,7930
804,car,98.83678555488586,672
804,car,95.74326276779176,323
804,car,88.52533102035522,224
804,car,92.7657961845398,621
804,car,99.6811032295227,1386
805,car,99.9288022518158,4150
805,car,62.036192417144775,154
805,car,85.79339385032654,210
805,car,93.63892674446106,567
805,car,99.48674440383913,1320
806,person,99.0005910396576,2635
806,car,99.05200004577635,2684
807,motorbike,62.15105056762695,3136
807,car,94.31933760643004,368
